recipe_id,ingredient_id,ingredient_index,qty_value,unit,portion_factor,ingredient_line_raw,parse_status,review_reason
7,551,10,,,1.0,2 lb (900 g) sirloin or chuck roast,review,contains_conjunction
8,71,2,,,1.0,"2 cups (303 g) dried black-eyed peas, soaked overnight",ok,
8,625,3,,,1.0,4 cups (960 ml) water,ok,
8,409,4,,,1.0,¾ cup (180 ml) palm oil,ok,
8,191,5,,,1.0,3 tbsp (18 g) ground crayfish,ok,
8,280,6,,,1.0,"1 small habanero chile, finely chopped",ok,
8,42,7,,,1.0,1 beef or chicken bouillon cube,review,contains_conjunction
8,512,8,,,1.0,"1 large ripe plantain, cut into ¼-inch (6-mm) thick rounds",review,long_base_phrase
8,593,9,,,1.0,"2 cups (60 g) tightly packed spinach, roughly chopped",ok,
8,522,10,,,1.0,"Salt, to taste",ok,
9,511,1,,,1.0,2 large ripe plantains,ok,
9,615,2,,,1.0,"¼ cup (60 ml) vegetable oil, divided",ok,
9,399,3,,,1.0,"1 medium onion, diced",ok,
9,280,4,,,1.0,"1 small habanero chile, diced",ok,
9,51,5,,,1.0,"1 large bell pepper (any color), diced",ok,
9,597,6,,,1.0,"1 small tomato, diced",ok,
9,251,7,,,1.0,1 tsp minced garlic,ok,
9,209,8,,,1.0,6 large eggs,ok,
9,159,9,,,1.0,"¼ cup (10 g) fresh cilantro, roughly chopped",ok,
9,364,10,,,1.0,2 tbsp (30 ml) milk,ok,
9,412,11,,,1.0,1 tsp paprika,ok,
9,591,12,,,1.0,1 tsp dried thyme,ok,
10,615,1,,,1.0,2 tbsp (30 ml) vegetable oil,ok,
10,399,2,,,1.0,"1 medium onion, roughly chopped",ok,
10,280,3,,,1.0,"1 small habanero chile, minced",ok,
10,514,4,,,1.0,"1 large Roma tomato, roughly chopped",ok,
10,186,5,,,1.0,2 (12-oz [336-g]) cans corned beef,ok,
10,562,6,,,1.0,2 lb (900 g) roughly chopped spinach,ok,
10,387,7,,,1.0,1 tbsp (8 g) Nigerian red pepper,ok,
10,253,8,,,1.0,2 tsp (6 g) garlic powder,ok,
10,400,9,,,1.0,1 tsp onion powder,ok,
10,133,10,,,1.0,1 chicken bouillon cube,ok,
10,15,11,,,1.0,1 tbsp (8 g) all-purpose seasoning,ok,
10,75,12,,,1.0,"Boiled yams, for serving, optional",ok,
10,74,13,,,1.0,"Boiled or fried plantains, for serving, optional",review,contains_conjunction
11,595,1,,,1.0,"4 whole tilapia, washed and cleaned thoroughly",review,contains_conjunction
11,522,2,,,1.0,2 tsp (10 g) salt,ok,
11,63,3,,,1.0,2 tsp (6 g) black pepper,ok,
11,331,4,,,1.0,2 medium lemons,ok,
11,5,5,,,1.0,2 tsp (6 g) ground African nutmeg (ehuru),ok,
11,572,6,,,1.0,2 tsp (5 g) star anise seeds,ok,
11,159,7,,,1.0,½ cup fresh cilantro,ok,
11,260,8,,,1.0,"1 (1-inch [5-cm]) piece fresh ginger, peeled",ok,
11,251,9,,,1.0,10 cloves garlic,ok,
11,411,10,,,1.0,1 tsp smoked paprika,ok,
11,133,11,,,1.0,1 chicken bouillon cube,ok,
11,399,12,,,1.0,"1 medium onion, roughly chopped",ok,
11,616,13,,,1.0,"Vegetable oil, as needed",ok,
11,508,14,,,1.0,"Rice, for serving",ok,
12,23,1,,,1.0,"1½ lb (680 g) assorted boneless meats (e.g., beef, goat, chicken), cut into bite-size pieces",ok,
12,399,2,,,1.0,"1 large onion, roughly chopped",ok,
12,260,3,,,1.0,"1 (½-inch [13-mm]) piece fresh ginger, peeled",ok,
12,251,4,,,1.0,2 cloves garlic,ok,
12,43,5,,,1.0,3 beef or chicken bouillon cubes,review,contains_conjunction
12,523,6,,,1.0,"Salt, as needed",ok,
12,625,7,,,1.0,6 cups (1.4 L) water,ok,
12,280,8,,,1.0,"4 small habanero chiles, thinly sliced",ok,
12,127,9,,,1.0,1 tbsp (8 g) cayenne pepper,ok,
12,639,10,,,1.0,1 tbsp (8 g) white pepper,ok,
12,426,11,,,1.0,3 tbsp (24 g) pepper soup spice mix,ok,
12,649,12,,,1.0,"Yams, plantains or rice, for serving",review,contains_conjunction
13,49,1,,,1.0,½ lb (225 g) beef stew meat,ok,
13,526,2,,,1.0,"Salt and black pepper, as needed",review,mixed_seasoning;contains_conjunction
13,399,3,,,1.0,"1 medium onion, roughly chopped, divided",ok,
13,625,4,,,1.0,"2 cups (480 ml) water, divided",ok,
13,82,5,,,1.0,"½ lb (225 g) bone-in chicken breast, cut into bite-size pieces",ok,
13,392,6,,,1.0,1 lb (450 g) fresh okra,ok,
13,191,7,,,1.0,1 tbsp (6 g) ground crayfish,ok,
13,42,8,,,1.0,1 beef or chicken bouillon cube,review,contains_conjunction
13,411,9,,,1.0,1 tbsp (8 g) smoked paprika,ok,
13,127,10,,,1.0,1 tbsp (8 g) cayenne pepper,ok,
13,593,11,,,1.0,"3 cups (90 g) tightly packed spinach, roughly chopped",ok,
13,31,12,,,1.0,"Banku or Fufu , for serving",review,contains_conjunction
14,397,1,,,1.0,2 tbsp (30 ml) olive oil,ok,
14,591,2,,,1.0,½ tsp dried thyme,ok,
14,202,3,,,1.0,1 tsp curry powder,ok,
14,127,4,,,1.0,½ tsp cayenne pepper,ok,
14,253,5,,,1.0,½ tsp garlic powder,ok,
14,604,6,,,1.0,⅛ tsp ground turmeric,ok,
14,197,7,,,1.0,⅛ tsp ground cumin,ok,
14,280,8,,,1.0,"1 small habanero chile, minced",ok,
14,505,9,,,1.0,"1 medium red or yellow bell pepper, diced",review,contains_conjunction
14,399,10,,,1.0,"1 small onion, diced",ok,
14,531,11,,,1.0,1 (4-oz [112-g]) can smoked sardines in olive oil,ok,
14,33,12,,,1.0,¼ cup roughly chopped fresh basil,ok,
14,209,13,,,1.0,4 large eggs,ok,
14,522,14,,,1.0,Pinch of salt,ok,
15,3,2,,,1.0,12 African bird’s eye chiles or 12 small habanero chiles,review,long_base_phrase;contains_conjunction
15,655,3,,,1.0,"1 small yellow or red bell pepper, roughly chopped",review,contains_conjunction
15,251,4,,,1.0,"2 cloves garlic, roughly chopped",ok,
15,399,5,,,1.0,"1 small onion, roughly chopped",ok,
15,597,6,,,1.0,"1 large tomato, roughly chopped",ok,
15,397,7,,,1.0,¼ cup (60 ml) olive oil,ok,
15,522,8,,,1.0,"Salt, to taste",ok,
16,274,1,,,1.0,4 large green or ripe plantains,review,contains_conjunction
16,411,2,,,1.0,1 tbsp (8 g) smoked paprika,ok,
16,522,3,,,1.0,"2 pinches of salt, divided",ok,
16,618,4,,,1.0,"Vegetable oil, for frying",ok,
17,171,2,,,1.0,"1 lb (450 g) frozen cod fillets, thawed",ok,
17,625,3,,,1.0,2 tbsp (30 ml) water,ok,
17,634,4,,,1.0,1 slice white bread,ok,
17,522,5,,,1.0,1 tsp salt,ok,
17,63,6,,,1.0,½ tsp black pepper,ok,
17,209,7,,,1.0,2 large eggs,ok,
17,251,8,,,1.0,4 cloves garlic,ok,
17,532,9,,,1.0,"1 scallion, finely chopped",ok,
17,308,10,,,1.0,"1 small jalapeño, finely chopped",ok,
17,415,11,,,1.0,2 tbsp (6 g) chopped fresh parsley,ok,
17,10,12,,,1.0,½ cup (63 g) all-purpose flour,ok,
17,618,13,,,1.0,"Vegetable oil, for frying",ok,
17,615,14,,,1.0,2 tbsp (30 ml) vegetable oil,ok,
17,532,15,,,1.0,"2 scallions, minced",ok,
17,597,16,,,1.0,"2 medium tomatoes, roughly chopped",ok,
17,489,17,,,1.0,"1 medium red bell pepper, roughly chopped",ok,
17,312,18,,,1.0,"1 small jalapeño, seeded and roughly chopped",review,contains_conjunction
17,625,19,,,1.0,½ cup (120 ml) water,ok,
17,522,20,,,1.0,"Salt, to taste",ok,
17,416,21,,,1.0,"Fresh parsley, for garnish",ok,
18,405,1,,,1.0,"4 large overly ripe plantains, peeled",ok,
18,187,2,,,1.0,1 cup (170 g) cornmeal,ok,
18,364,3,,,1.0,4 tbsp (60 ml) milk,ok,
18,522,4,,,1.0,1 tsp salt,ok,
18,253,5,,,1.0,1 tsp garlic powder,ok,
18,260,6,,,1.0,1 tsp grated fresh ginger,ok,
18,127,7,,,1.0,1 tsp cayenne pepper,ok,
18,532,8,,,1.0,"2 scallions, roughly chopped",ok,
18,109,9,,,1.0,3 tbsp (45 ml) canola oil,ok,
19,10,1,,,1.0,3 cups (375 g) all-purpose flour,ok,
19,26,2,,,1.0,1 tsp baking powder,ok,
19,6,3,,,1.0,½ tsp African nutmeg (ehuru),ok,
19,577,4,,,1.0,¾ cup (144 g) sugar,ok,
19,354,5,,,1.0,"½ cup (115 g) margarine, cut into pieces",ok,
19,364,6,,,1.0,⅓ cup (80 ml) milk,ok,
19,616,7,,,1.0,"Vegetable oil, as needed",ok,
20,615,1,,,1.0,2 tbsp (30 ml) vegetable oil,ok,
20,399,2,,,1.0,"1 medium onion, diced",ok,
20,39,3,,,1.0,1 lb (450 g) ground beef,ok,
20,45,4,,,1.0,2 beef bouillon cubes,ok,
20,591,5,,,1.0,1 tsp dried thyme,ok,
20,625,6,,,1.0,"1⅓ cups (320 ml) water, divided",ok,
20,520,7,,,1.0,"2 medium russet potatoes, chopped into bite-size pieces",ok,
20,121,8,,,1.0,"2 medium carrots, chopped into bite-size pieces",ok,
20,10,9,,,1.0,2 tbsp (16 g) all-purpose flour,ok,
20,523,10,,,1.0,"Salt, as needed",ok,
20,10,11,,,1.0,8 cups (1 kg) all-purpose flour,ok,
20,26,12,,,1.0,2 tsp (8 g) baking powder,ok,
20,522,13,,,1.0,Pinch of salt,ok,
20,172,14,,,1.0,"1 lb (450 g) cold margarine, cut into tiny pieces",ok,
20,304,15,,,1.0,½ cup (120 ml) ice-cold water,ok,
20,209,16,,,1.0,"1 large egg, beaten",ok,
21,445,1,,,1.0,1 lb (450 g) ground pork sausage,ok,
21,591,2,,,1.0,½ tsp dried thyme,ok,
21,517,3,,,1.0,½ tsp dried rosemary,ok,
21,127,4,,,1.0,½ tsp cayenne pepper,ok,
21,63,5,,,1.0,½ tsp black pepper,ok,
21,522,6,,,1.0,½ tsp salt,ok,
21,38,7,,,1.0,1 beef bouillon cube,ok,
21,10,8,,,1.0,⅓ cup (42 g) all-purpose flour,ok,
21,410,9,,,1.0,½ cup (60 g) panko breadcrumbs,ok,
21,209,10,,,1.0,"2 large eggs, beaten",ok,
21,287,11,,,1.0,"8 medium hard-boiled eggs, peeled",ok,
21,616,12,,,1.0,"Vegetable oil, as needed",ok,
22,123,1,,,1.0,"2 large carrots, peeled and shredded",review,contains_conjunction
22,291,2,,,1.0,"½ large head lettuce, shredded or finely chopped",review,contains_conjunction
22,290,3,,,1.0,"½ large head green cabbage, shredded or finely chopped",review,contains_conjunction
22,597,4,,,1.0,"1 large tomato, roughly chopped",ok,
22,196,5,,,1.0,"1 medium cucumber, roughly chopped",ok,
22,497,6,,,1.0,"1 large red onion, thinly sliced",ok,
22,296,7,,,1.0,½ (14-oz [392-g]) can Heinz brand baked beans,ok,
22,578,8,,,1.0,"½ (15-oz [420-g]) can sweet corn, drained",ok,
22,287,9,,,1.0,"2 large hard-boiled eggs, peeled and sliced",review,contains_conjunction
22,297,10,,,1.0,"Heinz Salad Cream, for serving",ok,
23,69,1,,,1.0,1 cup (151 g) dried black-eyed peas,ok,
23,625,2,,,1.0,¼ cup (60 ml) water,ok,
23,489,3,,,1.0,"1 medium red bell pepper, roughly chopped",ok,
23,282,4,,,1.0,"1 small habanero chile, stem removed",ok,
23,399,5,,,1.0,"1 small onion, roughly chopped",ok,
23,522,6,,,1.0,"Salt, to taste",ok,
23,618,7,,,1.0,"Vegetable oil, for frying",ok,
23,88,8,,,1.0,"Bread, for serving",ok,
24,69,1,,,1.0,1 cup (151 g) dried black-eyed peas,ok,
24,399,2,,,1.0,½ cup (76 g) roughly chopped onion,ok,
24,489,3,,,1.0,½ large red bell pepper,ok,
24,282,4,,,1.0,"1 small habanero chile, stem removed",ok,
24,133,5,,,1.0,1 chicken bouillon cube,ok,
24,522,6,,,1.0,2 tsp (10 g) salt,ok,
24,409,7,,,1.0,2 tbsp (30 ml) palm oil,ok,
24,615,8,,,1.0,¼ cup (60 ml) vegetable oil,ok,
24,127,9,,,1.0,1 tsp cayenne pepper,ok,
24,191,10,,,1.0,2 tbsp (12 g) ground crayfish,ok,
24,287,11,,,1.0,"3 large hard-boiled eggs, peeled and halved",review,contains_conjunction
24,185,12,,,1.0,1 cup (230 g) canned corned beef,ok,
25,409,1,,,1.0,¾ cup (180 ml) palm oil,ok,
25,184,2,,,1.0,4 cups (577 g) fresh corn kernels,ok,
25,399,3,,,1.0,"½ large onion, finely chopped",ok,
25,282,4,,,1.0,"1 small habanero chile, stem removed",ok,
25,625,5,,,1.0,"¾ cup (180 ml) water, divided",ok,
25,652,6,,,1.0,1 cup (170 g) yellow cornmeal,ok,
25,522,7,,,1.0,2 tsp (10 g) salt,ok,
25,147,8,,,1.0,1 chicken or vegetable bouillon cube,review,contains_conjunction
25,344,9,,,1.0,"4 cups (120 g) loosely packed spinach, roughly chopped",ok,
25,30,10,,,1.0,"6 large banana leaves, soaked in hot water to soften and rinsed thoroughly (see note)",review,long_base_phrase;long_raw_phrase;contains_conjunction
26,647,1,,,1.0,½ a medium yam,ok,
26,10,2,,,1.0,2 tbsp (16 g) all-purpose flour,ok,
26,625,3,,,1.0,2 tbsp (30 ml) water,ok,
26,209,4,,,1.0,1 large egg,ok,
26,523,5,,,1.0,"Salt, as needed",ok,
26,616,6,,,1.0,"Vegetable oil, as needed",ok,
26,428,7,,,1.0,"Pili Pili , for serving",ok,
27,408,1,,,1.0,1 (¼-oz [7-g]) packet active dry yeast,ok,
27,575,2,,,1.0,1 cup (192 g) granulated sugar,ok,
27,611,3,,,1.0,1 tsp vanilla extract,ok,
27,389,4,,,1.0,¼ tsp ground nutmeg,ok,
27,522,5,,,1.0,1 tsp salt,ok,
27,621,6,,,1.0,2 cups (480 ml) warm water,ok,
27,10,7,,,1.0,3½ cups (438 g) all-purpose flour,ok,
27,616,8,,,1.0,"Vegetable oil, as needed",ok,
27,576,9,,,1.0,"Powdered sugar, optional",ok,
28,475,1,,,1.0,8 oz (224 g) raw organic tigernuts,ok,
28,162,2,,,1.0,1 (2- to 4-inch [6- to 10-cm]) cinnamon stick,ok,
28,621,3,,,1.0,4 cups (960 ml) warm water,ok,
28,118,4,,,1.0,3 cardamom pods,ok,
28,404,5,,,1.0,½ cup (110 g) organic jaggery,ok,
29,145,1,,,1.0,2½ lb (1.1 kg) chicken thighs,ok,
29,526,2,,,1.0,"Salt and black pepper, as needed",review,mixed_seasoning;contains_conjunction
29,99,3,,,1.0,3 tbsp (42 g) butter,ok,
29,399,4,,,1.0,"2 medium onions, thinly sliced",ok,
29,109,5,,,1.0,¼ cup (60 ml) canola oil,ok,
29,251,6,,,1.0,1 tbsp (9 g) roughly chopped garlic,ok,
29,260,7,,,1.0,1 tsp minced fresh ginger,ok,
29,412,8,,,1.0,½ tbsp (4 g) paprika,ok,
29,53,9,,,1.0,2 tbsp (16 g) Berbere Spice Mix,ok,
29,625,10,,,1.0,3 cups (720 g) water,ok,
29,598,11,,,1.0,1 tbsp (10 g) tomato paste,ok,
29,559,12,,,1.0,"6 large soft-boiled eggs, peeled",ok,
29,510,13,,,1.0,"Rice or Injera , for serving",review,contains_conjunction
30,182,1,,,1.0,1 tsp coriander seeds,ok,
30,119,2,,,1.0,1 tsp cardamom seeds,ok,
30,225,3,,,1.0,1 tsp fenugreek seeds,ok,
30,411,4,,,1.0,3 tbsp (24 g) smoked paprika,ok,
30,127,5,,,1.0,1 tbsp (8 g) cayenne pepper,ok,
30,197,6,,,1.0,2 tsp (6 g) ground cumin,ok,
30,604,7,,,1.0,1 tsp ground turmeric,ok,
30,65,8,,,1.0,1 tsp freshly ground black peppercorns,ok,
30,16,10,,,1.0,½ tsp ground allspice,ok,
30,261,11,,,1.0,½ tsp ground ginger,ok,
30,160,12,,,1.0,½ tsp ground cinnamon,ok,
30,522,13,,,1.0,1 tsp salt,ok,
30,397,14,,,1.0,2 tbsp (30 ml) olive oil,ok,
30,399,15,,,1.0,"1 large onion, diced",ok,
30,53,16,,,1.0,3 tbsp (24 g) Berbere Spice Mix,ok,
30,597,17,,,1.0,"4 large tomatoes, diced",ok,
30,598,18,,,1.0,1 tbsp (10 g) tomato paste,ok,
30,260,19,,,1.0,½ tsp minced fresh ginger,ok,
30,202,20,,,1.0,1 tsp curry powder,ok,
30,496,22,,,1.0,"1½ cups (302 g) red lentils, washed and drained",review,contains_conjunction
30,166,23,,,1.0,2 cups (480 ml) coconut milk,ok,
30,525,24,,,1.0,"Salt and black pepper, to taste",review,mixed_seasoning;contains_conjunction
30,24,25,,,1.0,"Aunty Bernie’s Chapati or rice, for serving",review,contains_conjunction
31,11,1,,,1.0,"4 cups (500 g) all-purpose flour, plus more as needed",ok,
31,522,2,,,1.0,1 tsp salt,ok,
31,616,3,,,1.0,"4 tbsp (60 ml) vegetable oil, plus more as needed",ok,
31,621,4,,,1.0,1½ cups (360 ml) warm water,ok,
31,39,5,,,1.0,1 lb (450 g) ground beef,ok,
31,420,6,,,1.0,"1 cup (150 g) frozen peas, thawed",ok,
31,638,7,,,1.0,"1 small white onion, finely chopped",ok,
31,251,8,,,1.0,"5 cloves garlic, minced",ok,
31,260,9,,,1.0,2 tsp (6 g) grated fresh ginger,ok,
31,309,10,,,1.0,"1 medium jalapeño chile, minced",ok,
31,604,11,,,1.0,1 tsp ground turmeric,ok,
31,197,12,,,1.0,1 tsp ground cumin,ok,
31,180,13,,,1.0,1 tsp ground coriander,ok,
31,116,14,,,1.0,½ tsp ground cardamom,ok,
31,160,15,,,1.0,½ tsp ground cinnamon,ok,
31,526,16,,,1.0,"Salt and black pepper, as needed",review,mixed_seasoning;contains_conjunction
31,616,17,,,1.0,"Vegetable oil, as needed",ok,
32,137,1,,,1.0,"2 lb (900 g) chicken (any cut), cut into bite-size pieces",ok,
32,317,2,,,1.0,Juice of ½ lemon,ok,
32,251,3,,,1.0,1 tsp minced garlic,ok,
32,591,4,,,1.0,1 tsp dried thyme,ok,
32,63,5,,,1.0,1 tsp black pepper,ok,
32,411,6,,,1.0,"2 tsp (4 g) smoked paprika, divided",ok,
32,523,7,,,1.0,"2 tsp (10 g) salt, plus more as needed",ok,
32,133,8,,,1.0,1 chicken bouillon cube,ok,
32,109,9,,,1.0,¼ cup (60 ml) canola oil,ok,
32,409,10,,,1.0,¼ cup (60 ml) palm oil,ok,
32,251,11,,,1.0,"4 cloves garlic, minced",ok,
32,399,12,,,1.0,"2 medium onions, sliced",ok,
32,282,13,,,1.0,"1 small habanero chile, stem removed",ok,
32,597,14,,,1.0,"2 large tomatoes, diced",ok,
32,134,15,,,1.0,2 cups (480 ml) chicken stock,ok,
32,639,16,,,1.0,1 tsp white pepper,ok,
32,106,17,,,1.0,¾ lb (338 g) cubed butternut squash,ok,
32,625,18,,,1.0,½ cup (120 ml) water,ok,
32,395,19,,,1.0,"20 pieces okra, sliced in half",ok,
32,508,20,,,1.0,"Rice, for serving",ok,
33,615,1,,,1.0,1 cup (240 ml) vegetable oil,ok,
33,399,2,,,1.0,"1 large onion, diced",ok,
33,251,3,,,1.0,"4 cloves garlic, minced",ok,
33,260,4,,,1.0,2 tsp (6 g) minced fresh ginger,ok,
33,411,5,,,1.0,½ tsp smoked paprika,ok,
33,197,6,,,1.0,1 tsp ground cumin,ok,
33,116,7,,,1.0,½ tsp ground cardamom,ok,
33,202,8,,,1.0,½ tsp curry powder,ok,
33,597,9,,,1.0,"2 medium tomatoes, roughly chopped",ok,
33,659,10,,,1.0,"4 medium Yukon gold potatoes, peeled and diced",review,contains_conjunction
33,34,11,,,1.0,2 cups (422 g) basmati rice,ok,
33,134,12,,,1.0,4 cups (960 ml) chicken stock,ok,
33,162,13,,,1.0,1 (2- to 4-inch [6- to 10-cm]) cinnamon stick,ok,
33,570,14,,,1.0,½ tsp ground star anise,ok,
33,35,15,,,1.0,1 bay leaf,ok,
33,525,16,,,1.0,"Salt and black pepper, to taste",review,mixed_seasoning;contains_conjunction
33,320,17,,,1.0,"Kachumbari , for serving",ok,
34,285,1,,,1.0,"1 (1-lb [450-g]) halibut fillet, skin removed",ok,
34,202,2,,,1.0,"1 tbsp (8 g) plus ¾ tsp curry powder, divided",ok,
34,523,3,,,1.0,"1 tsp salt, plus more as needed",ok,
34,64,4,,,1.0,"1 tsp black pepper, plus more as needed",ok,
34,110,5,,,1.0,"1 tbsp (15 ml) canola oil, plus more as needed",ok,
34,399,6,,,1.0,"1 medium onion, diced",ok,
34,51,7,,,1.0,"2 medium bell peppers (any color), diced",ok,
34,260,8,,,1.0,2 tsp (6 g) minced fresh ginger,ok,
34,251,9,,,1.0,"3 cloves garlic, minced",ok,
34,597,10,,,1.0,"2 large tomatoes, roughly chopped",ok,
34,333,11,,,1.0,2 tbsp (30 ml) fresh lemon juice,ok,
34,166,12,,,1.0,1 cup (240 ml) coconut milk,ok,
34,97,13,,,1.0,"1 small bunch fresh cilantro, roughly chopped, for garnish",ok,
34,337,14,,,1.0,"4 lemon wedges, for garnish",ok,
35,615,1,,,1.0,2 tbsp (30 ml) vegetable oil,ok,
35,399,2,,,1.0,"1 large onion, diced",ok,
35,251,3,,,1.0,"4 cloves garlic, minced",ok,
35,270,4,,,1.0,"1 large green bell pepper, diced",ok,
35,120,5,,,1.0,"2 large carrots, diced",ok,
35,597,6,,,1.0,"2 large tomatoes, diced",ok,
35,659,7,,,1.0,"6 medium Yukon gold potatoes, cubed",ok,
35,269,8,,,1.0,"1 large green banana, cubed",ok,
35,166,9,,,1.0,1 (14-oz [420-ml]) can coconut milk,ok,
35,625,10,,,1.0,4 cups (960 ml) water,ok,
35,525,11,,,1.0,"Salt and black pepper, to taste",review,mixed_seasoning;contains_conjunction
35,25,12,,,1.0,"1 large avocado, pitted, peeled and sliced, for serving",review,contains_conjunction
36,597,1,,,1.0,"2 large tomatoes, diced",ok,
36,497,2,,,1.0,"½ large red onion, diced",ok,
36,310,3,,,1.0,"2 large jalapeño chiles, seeded and diced",review,contains_conjunction
36,196,4,,,1.0,"1 medium cucumber, diced",ok,
36,251,5,,,1.0,"2 cloves garlic, minced",ok,
36,318,6,,,1.0,Juice of 1 lime,ok,
36,159,7,,,1.0,"½ cup (20 g) fresh cilantro, roughly chopped",ok,
36,525,8,,,1.0,"Salt and black pepper, to taste",review,mixed_seasoning;contains_conjunction
37,239,1,,,1.0,½ cup (65 g) gram flour,ok,
37,183,2,,,1.0,1 tbsp (11 g) corn flour,ok,
37,260,3,,,1.0,1 tsp minced ginger,ok,
37,197,4,,,1.0,2 tsp (6 g) ground cumin,ok,
37,429,5,,,1.0,1 tsp Pili Pili or store-bought hot sauce,review,long_base_phrase;contains_conjunction
37,522,6,,,1.0,"Salt, to taste",ok,
37,159,7,,,1.0,½ cup (20 g) finely chopped fresh cilantro,ok,
37,625,8,,,1.0,⅓ cup (80 ml) water,ok,
37,519,9,,,1.0,2 large russet potatoes,ok,
37,616,10,,,1.0,"Vegetable oil, as needed",ok,
37,320,11,,,1.0,"Kachumbari , for serving",ok,
38,522,1,,,1.0,1 tsp salt,ok,
38,577,2,,,1.0,1 tsp sugar,ok,
38,616,3,,,1.0,"2 tbsp (30 ml) vegetable oil, plus more as needed",ok,
38,622,4,,,1.0,"1½ cups (360 ml) warm water, plus more as needed",ok,
38,10,5,,,1.0,3 cups (375 g) all-purpose flour,ok,
39,588,1,,,1.0,¼ cup (33 g) teff flour,ok,
39,10,2,,,1.0,¾ cup (94 g) all-purpose flour,ok,
39,625,3,,,1.0,1 cup (240 ml) water,ok,
39,522,4,,,1.0,½ tsp salt,ok,
39,616,5,,,1.0,"Vegetable oil, as needed",ok,
40,223,1,,,1.0,"2 cups (165 g) roughly chopped, extremely ripe mango",ok,
40,333,2,,,1.0,½ cup (120 ml) fresh lemon juice,ok,
40,340,3,,,1.0,2 tbsp (30 ml) fresh lime juice,ok,
40,550,4,,,1.0,¾ cup (180 ml) simple syrup,ok,
40,625,5,,,1.0,"2 cups (480 ml) water, divided",ok,
40,371,6,,,1.0,"½ cup (120 ml) moscato, optional",ok,
40,369,7,,,1.0,"Fresh mint leaves, to taste",ok,
40,303,8,,,1.0,"Ice cubes, as needed",ok,
41,315,1,,,1.0,2 cups (422 g) jasmine rice,ok,
41,165,2,,,1.0,1 cup (240 ml) canned coconut milk,ok,
41,476,3,,,1.0,3 tbsp (14 g) raw unsweetened coconut flakes,ok,
41,522,4,,,1.0,1 tsp salt,ok,
41,170,5,,,1.0,1 cup (192 g) coconut sugar,ok,
41,118,6,,,1.0,"1 tsp cardamom pods, crushed",ok,
41,389,7,,,1.0,1 tsp ground nutmeg,ok,
41,18,8,,,1.0,½ tsp almond extract,ok,
41,1,9,,,1.0,1 tsp active dry yeast,ok,
41,166,10,,,1.0,1 (14-oz [420-ml]) can coconut milk,ok,
41,611,11,,,1.0,½ tsp vanilla extract,ok,
41,95,12,,,1.0,¾ cup (108 g) brown sugar,ok,
42,621,1,,,1.0,¼ cup (60 ml) warm water,ok,
42,165,2,,,1.0,½ cup (120 ml) canned coconut milk,ok,
42,577,3,,,1.0,¾ cup (144 g) sugar,ok,
42,1,4,,,1.0,2 tsp (6 g) active dry yeast,ok,
42,209,5,,,1.0,1 large egg,ok,
42,10,6,,,1.0,3 cups (375 g) all-purpose flour,ok,
42,522,7,,,1.0,1 tsp salt,ok,
42,119,8,,,1.0,"1 tsp cardamom seeds, crushed",ok,
42,389,9,,,1.0,½ tsp ground nutmeg,ok,
42,160,10,,,1.0,½ tsp ground cinnamon,ok,
42,169,11,,,1.0,4 tbsp (19 g) freshly grated coconut or raw unsweetened coconut flakes,review,contains_conjunction
42,616,12,,,1.0,"Vegetable oil, as needed",ok,
42,576,13,,,1.0,"Powdered sugar, optional",ok,
43,314,1,,,1.0,2 large jarred or fresh roasted red bell peppers,review,contains_conjunction
43,251,2,,,1.0,5 cloves garlic,ok,
43,227,3,,,1.0,"1 (15-oz [420-g]) can fire-roasted tomatoes, drained",ok,
43,411,4,,,1.0,2 tbsp (16 g) smoked paprika,ok,
43,309,5,,,1.0,2 medium jalapeño chiles,ok,
43,280,6,,,1.0,1 small habanero chile,ok,
43,397,7,,,1.0,6 tbsp (90 ml) olive oil,ok,
43,197,8,,,1.0,"Ground cumin, to taste",ok,
43,180,9,,,1.0,"Ground coriander, to taste",ok,
43,501,10,,,1.0,"Crushed red pepper flakes, to taste",ok,
43,253,11,,,1.0,1 tbsp (8 g) garlic powder,ok,
43,412,12,,,1.0,1 tbsp (8 g) paprika,ok,
43,197,13,,,1.0,½ tbsp (4 g) ground cumin,ok,
43,160,14,,,1.0,1 tsp ground cinnamon,ok,
43,522,15,,,1.0,1½ tsp (8 g) salt,ok,
43,63,16,,,1.0,1 tsp black pepper,ok,
43,142,17,,,1.0,5 lb (2.3 kg) chicken drumsticks,ok,
43,288,18,,,1.0,10 oz (300 ml) Harissa Sauce,ok,
44,220,1,,,1.0,3 tbsp (45 ml) extra-virgin olive oil,ok,
44,399,2,,,1.0,"1 medium onion, thinly sliced",ok,
44,489,3,,,1.0,"1 large red bell pepper, thinly sliced",ok,
44,280,4,,,1.0,"1 small habanero chile, thinly sliced",ok,
44,251,5,,,1.0,"3 cloves garlic, minced",ok,
44,411,6,,,1.0,1½ tbsp (12 g) smoked paprika,ok,
44,197,7,,,1.0,1 tbsp (8 g) ground cumin,ok,
44,599,8,,,1.0,1 (28-oz [784-g]) can whole peeled tomatoes,ok,
44,526,9,,,1.0,"Salt and black pepper, as needed",review,mixed_seasoning;contains_conjunction
44,96,10,,,1.0,"1 large bunch fresh cilantro, roughly chopped, divided",ok,
