fdc_id,g_per_ml,source_portion
2706304,0.5625,1 cup
2706305,0.5625,1 cup
2706306,0.5625,1 cup
2706307,0.5625,1 cup
2706308,0.5625,1 cup
2706309,0.5625,1 cup
2706310,0.5625,1 cup
2706311,0.5625,1 cup
2706312,0.5625,1 cup
2706313,0.5625,1 cup
2706314,0.5625,1 cup
2706315,0.5625,1 cup
2706316,0.5625,1 cup
2706317,0.5625,1 cup
2706318,0.5625,1 cup
2706319,0.5625,1 cup
2706320,0.5625,1 cup
2706321,0.5625,1 cup
2706322,0.5625,1 cup
2706323,0.5625,1 cup
2706324,0.5625,1 cup
2706325,0.5625,1 cup
2706326,0.5625,1 cup
2706327,0.5625,1 cup
2706328,0.5625,1 cup
2706329,0.5625,1 cup
2706331,0.5625,1 cup
2706332,1.0667,1 tablespoon
2706333,0.5625,1 cup
2706334,0.5625,1 cup
2706335,0.5625,1 cup
2706336,0.5625,1 cup
2706337,0.5625,1 cup
2706338,0.9375,1 cup
2706339,0.5625,1 cup
2706340,0.5625,1 cup
2706341,0.5625,1 cup
2706342,0.5625,1 cup
2706343,0.9375,1 cup
2706344,0.5625,1 cup
2706345,0.5625,1 cup
2706347,0.5625,1 cup
2706348,0.5625,1 cup
2706349,0.5625,1 cup
2706350,0.5625,1 cup
2706351,0.9375,1 cup
2706352,0.5625,1 cup
2706353,0.5625,1 cup
2706354,0.5625,1 cup
2706355,0.9375,1 cup
2706356,0.5625,1 cup
2706357,0.5625,1 cup
2706358,0.5625,1 cup
2706359,0.5625,1 cup
2706360,0.5625,1 cup
2706361,0.5625,1 cup
2706362,0.5625,1 cup
2706363,0.5625,1 cup
2706364,0.5625,1 cup
2706365,0.5625,1 cup
2706366,0.5625,1 cup
2706367,0.5625,1 cup
2706369,1.0,1 cup
2706370,1.0375,1 cup
2706371,1.0167,1 cup
2706372,1.0625,1 cup
2706373,1.0625,1 cup
2706374,1.0625,1 cup
2706375,1.0625,1 cup
2706376,1.0625,1 cup
2706377,1.0625,1 cup
2706378,1.0417,1 cup
2706379,1.0167,1 cup
2706380,1.0167,1 cup
2706381,1.0667,1 cup
2706382,1.0667,1 cup
2706383,1.025,1 cup
2706384,1.025,1 cup
2706385,1.0667,1 cup
2706386,1.0167,1 cup
2706387,1.0167,1 cup
2706388,1.0,1 cup
2706389,0.8333,1 cup
2706390,1.0,1 cup
2706391,0.5625,1 cup
2706392,1.05,1 cup
2706393,0.925,1 cup
2706394,0.9375,1 cup
2706396,0.8333,1 cup
2706397,0.8333,1 cup
2706398,1.0167,1 cup
2706399,1.0,1 cup
2706400,0.5625,1 cup
2706401,0.9417,1 cup
2706402,1.0167,1 cup
2706403,1.0167,1 cup
2706404,1.0375,1 cup
2706405,1.0333,1 cup
2706406,1.0,1 cup
2706407,1.0625,1 cup
2706408,1.0167,1 cup
2706410,1.0167,1 cup
2706411,0.9833,1 cup
2706412,0.8333,1 cup
2706413,1.0167,1 cup
2706414,0.7375,1 cup
2706415,0.5833,1 cup
2706417,0.8708,1 cup
2706419,1.0375,1 cup
2706420,1.0167,1 cup
2706421,1.0167,1 cup
2706422,1.0833,1 cup
2706423,1.0833,1 cup
2706424,1.0167,1 cup
2706425,1.0625,1 cup
2706426,1.0625,1 cup
2706427,1.0625,1 cup
2706428,1.0167,1 cup
2706429,1.0167,1 cup
2706430,1.0167,1 cup
2706431,1.0042,1 cup
2706432,1.0667,1 cup
2706433,1.0167,1 cup
2706434,1.0,1 cup
2706435,1.05,1 cup
2706436,1.05,1 cup
2706437,1.0,1 cup
2706438,0.8333,1 cup
2706439,1.0167,1 cup
2706440,1.0042,1 cup
2706441,0.5833,1 cup
2706442,0.8708,1 cup
2706443,1.05,1 cup
2706444,1.05,1 cup
2706447,1.0375,1 cup
2706448,0.7292,1 cup
2706449,1.0417,1 cup
2706450,0.9875,1 cup
2706451,1.0417,1 cup
2706452,1.0667,1 tablespoon
2706453,1.0833,1 cup
2706454,1.0833,1 cup
2706455,0.7708,1 cup
2706456,0.7333,1 cup
2706457,1.0667,1 tablespoon
2706458,1.0417,1 cup
2706459,0.925,1 cup
2706460,1.0,1 cup
2706461,0.8333,1 cup
2706462,0.8375,1 cup
2706463,1.0417,1 cup
2706464,0.7083,1 cup
2706465,0.8833,1 cup
2706466,1.0625,1 cup
2706467,0.9792,1 cup
2706469,1.0375,1 cup
2706470,1.0833,1 cup
2706471,1.0833,1 cup
2706472,0.925,1 cup
2706473,1.0167,1 cup
2706474,0.7917,1 cup
2706475,1.05,1 cup
2706476,0.7917,1 cup
2706477,0.9167,"1 cup, NFS"
2706478,1.0375,1 cup
2706479,0.925,1 cup
2706480,0.65,1 cup
2706481,1.025,1 cup
2706482,1.0375,1 cup
2706483,1.0625,1 cup
2706484,1.0375,1 cup
2706485,1.0375,1 cup
2706486,1.0667,1 cup
2706487,1.0375,1 cup
2706488,1.0375,1 cup
2706489,0.8167,1 cup
2706490,0.8167,1 cup
2706491,1.0167,1 cup
2706492,0.7333,1 cup
2706493,0.925,1 cup
2706494,1.0333,1 cup
2706495,1.0333,1 cup
2706496,0.7333,1 cup
2706497,1.0167,1 cup
2706498,1.0333,1 cup
2706499,0.5833,1 cup
2706500,0.7417,1 cup
2706503,0.8833,1 cup
2706504,0.5833,1 cup
2706505,1.0167,1 cup
2706506,1.0333,1 cup
2706507,0.8333,1 cup
2706508,0.5833,1 cup
2706509,1.0167,1 cup
2706510,1.0167,1 cup
2706511,1.0167,1 cup
2706512,1.0167,1 cup
2706513,1.0167,1 cup
2706514,0.6542,1 cup
2706515,0.8167,1 cup
2706516,1.05,1 cup
2706517,1.0375,1 cup
2706518,0.8583,"1 serving (2 pig's feet, 3"" x 2"", two slices Spanish sausage, 1"" x 1/4"", 1/2 cup sauce) (yield after bone removed)"
2706519,1.0625,1 cup
2706520,1.0625,1 cup
2706521,0.5833,1 cup
2706522,1.05,1 cup
2706523,1.05,1 cup
2706524,1.0375,1 cup
2706525,0.5833,1 cup
2706526,1.0375,1 cup
2706527,0.7917,1 cup
2706528,1.0083,1 cup
2706529,0.6542,1 cup
2706530,0.9333,1 cup
2706531,0.9333,1 cup
2706532,0.9333,1 cup
2706533,0.9333,1 cup
2706534,1.025,1 cup
2706535,0.9333,1 cup
2706536,0.9333,1 cup
2706537,0.8167,1 cup
2706538,0.8167,1 cup
2706539,1.0333,1 cup
2706540,1.0333,1 cup
2706541,1.0167,1 cup
2706542,1.0167,1 cup
2706543,1.0167,1 cup
2706544,0.8333,1 cup
2706545,0.5833,1 cup
2706546,0.6625,1 cup
2706547,0.5833,1 cup
2706548,0.7417,1 cup
2706550,0.8543,1 cubic inch
2706551,1.0417,1 cup
2706552,1.0374,1 cubic inch
2706553,0.6542,1 cup
2706554,0.9333,1 cup
2706555,0.9333,1 cup
2706556,0.9333,1 cup
2706557,0.9333,1 cup
2706558,0.9333,1 cup
2706559,0.9333,1 cup
2706566,0.5833,1 cup
2706567,0.7323,1 cubic inch
2706568,0.5625,1 cup
2706569,0.6625,1 cup
2706570,0.9333,1 cup
2706571,0.9333,1 cup
2706572,1.0333,1 cup
2706573,1.0333,1 cup
2706574,1.0333,1 cup
2706575,1.0333,1 cup
2706576,0.9333,1 cup
2706577,0.9333,1 cup
2706578,0.8833,1 cup
2706579,0.5833,1 cup
2706580,0.9792,1 cup
2706581,0.5833,1 cup
2706582,0.5833,1 cup
2706583,0.7417,1 cup
2706584,0.7917,1 cup
2706585,0.7292,1 cup
2706586,0.925,1 cup
2706587,0.675,1 cup
2706588,0.675,1 cup
2706589,0.675,1 cup
2706590,0.675,1 cup
2706591,1.0625,1 cup
2706592,1.0625,1 cup
2706593,1.0625,1 cup
2706594,0.8333,1 cup
2706595,1.05,1 cup
2706596,1.05,1 cup
2706597,1.05,1 cup
2706598,1.05,1 cup
2706599,1.05,1 cup
2706600,1.05,1 cup
2706601,1.05,1 cup
2706602,1.05,1 cup
2706603,1.05,1 cup
2706604,1.05,1 cup
2706605,0.675,1 cup
2706606,0.675,1 cup
2706607,0.9167,1 cup
2706608,0.9042,1 cup
2706609,0.9042,1 cup
2706610,1.0375,1 cup
2706611,1.0375,1 cup
2706612,1.0375,1 cup
2706613,1.0375,1 cup
2706614,1.0375,1 cup
2706615,1.0375,1 cup
2706616,0.675,1 cup
2706617,0.675,1 cup
2706618,1.0375,1 cup
2706619,1.0375,1 cup
2706620,0.675,1 cup
2706621,0.675,1 cup
2706622,1.0375,1 cup
2706623,1.0375,1 cup
2706624,1.0375,1 cup
2706625,1.0375,1 cup
2706626,1.0375,1 cup
2706627,1.0375,1 cup
2706628,0.9042,1 cup
2706629,0.9042,1 cup
2706630,0.8333,1 cup
2706631,1.0375,1 cup
2706632,1.0375,1 cup
2706634,0.675,1 cup
2706635,0.675,1 cup
2706636,1.0042,1 cup
2706637,0.675,1 cup
2706638,1.0375,1 cup
2706639,1.0375,1 cup
2706640,1.0375,1 cup
2706641,1.05,1 cup
2706642,1.05,1 cup
2706643,1.05,1 cup
2706644,1.05,1 cup
2706645,1.05,1 cup
2706646,1.05,1 cup
2706647,0.675,1 cup
2706648,0.9167,1 cup
2706649,0.9042,1 cup
2706650,0.9042,1 cup
2706651,1.0375,1 cup
2706652,1.0375,1 cup
2706653,0.675,1 cup
2706654,0.675,1 cup
2706655,1.0167,1 cup
2706656,1.05,1 cup
2706657,1.05,1 cup
2706658,1.05,1 cup
2706659,0.675,1 cup
2706660,1.0625,1 cup
2706661,0.9125,"1 cup, NFS"
2706662,1.05,1 cup
2706663,1.05,1 cup
2706664,1.0375,1 cup
2706665,1.0375,1 cup
2706667,0.675,1 cup
2706668,0.675,1 cup
2706669,1.05,1 cup
2706670,1.05,1 cup
2706671,1.05,1 cup
2706672,1.05,1 cup
2706673,1.05,1 cup
2706674,1.05,1 cup
2706675,1.05,1 cup
2706676,1.05,1 cup
2706677,1.0625,1 cup
2706678,1.0625,1 cup
2706679,0.675,1 cup
2706680,0.675,1 cup
2706681,0.9333,1 cup
2706682,0.9333,1 cup
2706683,0.9333,1 cup
2706684,0.9333,1 cup
2706685,0.9333,1 cup
2706686,0.9333,1 cup
2706687,0.9167,1 cup
2706688,1.0167,1 cup
2706689,1.0167,1 cup
2706690,0.675,1 cup
2706691,0.675,1 cup
2706692,1.05,1 cup
2706693,1.05,1 cup
2706695,0.9042,1 cup
2706696,0.9042,1 cup
2706697,1.05,1 cup
2706698,1.05,1 cup
2706699,1.0375,1 cup
2706700,1.0375,1 cup
2706701,1.0375,1 cup
2706702,1.0375,1 cup
2706703,0.8333,1 cup
2706704,0.675,1 cup
2706705,0.675,1 cup
2706706,1.0167,1 cup
2706707,1.0167,1 cup
2706708,1.0375,1 cup
2706709,1.0375,1 cup
2706710,0.9292,"1 cup, NFS"
2706711,1.0,1 cup
2706712,0.9167,1 cup
2706713,1.0125,1 cup
2706714,0.9333,1 cup
2706715,1.0167,1 cup
2706716,1.0167,1 cup
2706717,1.0625,1 cup
2706718,0.9333,1 cup
2706719,0.7208,1 cup
2706720,0.7292,1 cup
2706721,1.0625,1 cup
2706722,0.9167,1 cup
2706723,1.0,1 cup
2706724,0.9167,1 cup
2706725,1.1667,1 cup
2706726,1.0167,1 cup
2706727,1.0167,1 cup
2706728,0.675,1 cup
2706729,0.675,1 cup
2706730,0.6417,1 cup
2706731,1.0375,1 cup
2706732,1.0375,1 cup
2706734,1.0375,1 cup
2706735,1.05,1 cup
2706736,1.05,1 cup
2706737,0.9042,1 cup
2706738,0.9042,1 cup
2706739,0.9042,1 cup
2706740,0.9042,1 cup
2706741,0.9042,1 cup
2706742,0.9167,1 cup
2706743,0.675,1 cup
2706744,0.9042,1 cup
2706745,0.9042,1 cup
2706746,1.05,1 cup
2706747,0.9042,1 cup
2706748,0.7917,1 cup
2706749,0.7583,1 cup
2706750,0.85,1 cup
2706751,0.675,1 cup
2706752,1.05,1 cup
2706753,1.05,1 cup
2706754,0.7458,1 cup
2706755,0.8333,1 cup
2706756,0.7583,1 cup
2706757,0.6125,1 cup
2706758,0.675,1 cup
2706759,0.6,1 cup
2706760,0.9042,1 cup
2706761,1.05,1 cup
2706762,0.675,1 cup
2706763,0.675,1 cup
2706764,0.6292,1 cup
2706765,1.0667,1 cup
2706766,0.7917,1 cup
2706767,0.675,1 cup
2706768,0.675,1 cup
2706769,0.675,1 cup
2706770,0.9042,1 cup
2706771,0.9167,1 cup
2706772,1.0375,1 cup
2706773,1.0375,1 cup
2706774,1.0375,1 cup
2706775,1.0375,1 cup
2706776,0.6417,1 cup
2706777,0.9042,1 cup
2706778,0.9042,1 cup
2706779,0.6417,1 cup
2706780,0.6417,1 cup
2706781,0.675,1 cup
2706782,0.675,1 cup
2706783,0.6417,1 cup
2706784,1.025,1 cup
2706785,1.05,1 cup
2706786,1.05,1 cup
2706787,1.0042,1 cup
2706788,1.0042,1 cup
2706789,0.9833,1 cup
2706790,0.9042,1 cup
2706791,0.9042,1 cup
2706792,1.0375,1 cup
2706793,1.0375,1 cup
2706794,0.6083,1 cup
2706795,0.9,1 cup
2706796,0.675,1 cup
2706797,1.0083,1 cup
2706798,0.9167,1 cup
2706799,0.9417,1 cup
2706800,0.9417,1 cup
2706801,0.9417,1 cup
2706802,0.9417,1 cup
2706803,0.9417,1 cup
2706804,0.9417,1 cup
2706805,0.9417,1 cup
2706806,0.9417,1 cup
2706807,0.9417,1 cup
2706808,0.9417,1 cup
2706809,0.9417,1 cup
2706810,0.375,1 cup
2706811,0.375,1 cup
2706812,0.375,1 cup
2706813,0.375,1 cup
2706814,0.375,1 cup
2706815,0.375,1 cup
2706816,0.375,1 cup
2706817,0.375,1 cup
2706818,0.375,1 cup
2706820,1.0375,1 cup
2706821,1.0375,1 cup
2706822,0.9292,1 cup
2706823,0.9292,1 cup
2706824,0.8667,1 cup
2706825,0.7583,1 cup
2706826,0.8667,1 cup
2706827,0.9167,1 cup
2706828,0.9917,1 cup
2706829,0.9917,1 cup
2706830,0.9917,1 cup
2706831,0.9917,1 cup
2706832,0.9917,1 cup
2706833,0.9917,1 cup
2706834,0.9917,1 cup
2706835,0.9917,1 cup
2706836,0.9917,1 cup
2706837,0.7583,1 cup
2706838,0.8667,1 cup
2706839,0.9917,1 cup
2706840,0.9917,1 cup
2706841,0.3958,1 cup
2706842,0.3958,1 cup
2706843,0.8667,1 cup
2706844,0.2625,1 cup
2706845,0.3958,1 cup
2706846,0.3958,1 cup
2706847,0.3958,1 cup
2706848,0.3958,1 cup
2706850,0.975,1 cup
2706851,0.675,1 cup
2706852,0.675,1 cup
2706853,0.9042,1 cup
2706854,0.9042,1 cup
2706855,0.6417,1 cup
2706856,1.025,1 cup
2706857,0.675,1 cup
2706858,0.9333,1 cup
2706859,0.9042,1 cup
2706860,0.9042,1 cup
2706861,0.9333,1 cup
2706862,0.9333,1 cup
2706863,0.9333,1 cup
2706864,0.9333,1 cup
2706865,0.9042,1 cup
2706866,0.9042,1 cup
2706867,0.6417,1 cup
2706869,1.0083,1 cup
2706870,0.75,1 cup
2706871,0.6042,1 cup
2706872,0.9167,1 cup
2706874,0.4792,1 cup
2706875,0.8667,1 cup
2706876,0.8417,1 cup
2706877,1.0,1 cup
2706878,1.0833,1 cup
2706879,1.0167,1 cup
2707123,1.0208,1 cup
2707124,1.0208,1 cup
2707125,1.0208,1 cup
2707126,1.0208,1 cup
2707127,1.0208,1 cup
2707128,1.0208,1 cup
2707129,1.0208,1 cup
2707130,1.0208,1 cup
2707131,1.0208,1 cup
2707132,1.0,1 cup
2707133,1.0208,1 cup
2707134,1.0208,1 cup
2707135,1.0208,1 cup
2707136,1.0208,1 cup
2707137,1.0625,1 cup
2707138,1.0208,1 cup
2707139,1.0625,1 cup
2707140,1.0625,1 cup
2707141,1.0167,1 cup
2707142,1.0167,1 cup
2707143,1.0208,1 cup
2707144,1.0,1 cup
2707145,1.0,1 cup
2707146,1.0,1 cup
2707147,1.0,1 cup
2707148,1.0,1 cup
2707149,1.0,1 cup
2707150,1.0667,1 tablespoon
2707151,1.0667,1 tablespoon
2707152,1.0208,1 cup
2707153,0.5625,1 cup
2707154,0.5625,1 cup
2707155,0.5625,1 cup
2707156,0.5625,1 cup
2707157,0.5625,1 cup
2707158,0.5625,1 cup
2707159,0.5625,1 cup
2707160,0.5625,1 cup
2707161,0.5625,1 cup
2707162,0.5625,1 cup
2707163,0.5625,1 cup
2707164,0.5625,1 cup
2707165,0.5625,1 cup
2707166,0.5625,1 cup
2707168,1.0208,1 cup
2707169,0.5625,1 cup
2707170,0.5625,1 cup
2707171,0.5625,1 cup
2707172,1.0208,1 cup
2707173,0.5625,1 cup
2707174,0.5625,1 cup
2707175,0.5625,1 cup
2707176,0.5625,1 cup
2707179,0.5625,1 cup
2707182,0.925,1 cup
2707183,0.925,1 cup
2707184,0.925,1 cup
2707185,0.925,1 cup
2707186,0.925,1 cup
2707187,0.925,1 cup
2707188,0.925,1 cup
2707189,0.925,1 cup
2707190,0.925,1 cup
2707191,0.5625,1 cup
2707192,0.6833,1 cup
2707193,0.7292,1 cup
2707194,0.7292,1 cup
2707195,0.7292,1 cup
2707196,0.7292,1 cup
2707197,0.7292,1 cup
2707198,0.5625,1 cup
2707199,0.5625,1 cup
2707200,0.5625,1 cup
2707201,0.5625,1 cup
2707202,0.5625,1 cup
2707203,0.5625,1 cup
2707204,0.5625,1 cup
2707205,0.5625,1 cup
2707206,0.5625,1 cup
2707207,0.5625,1 cup
2707208,0.5625,1 cup
2707209,0.5625,1 cup
2707210,0.5625,1 cup
2707211,0.5625,1 cup
2707212,0.5625,1 cup
2707213,0.5625,1 cup
2707214,0.5625,1 cup
2707215,0.5625,1 cup
2707216,0.5625,1 cup
2707217,0.5625,1 cup
2707218,0.5625,1 cup
2707219,0.5625,1 cup
2707220,0.5625,1 cup
2707221,0.5625,1 cup
2707222,0.5625,1 cup
2707223,0.5625,1 cup
2707224,0.5625,1 cup
2707225,0.5625,1 cup
2707226,0.5625,1 cup
2707227,0.5625,1 cup
2707228,0.5625,1 cup
2707229,0.5625,1 cup
2707230,0.5625,1 cup
2707231,0.5625,1 cup
2707232,0.5625,1 cup
2707233,0.5625,1 cup
2707234,0.5625,1 cup
2707235,0.5625,1 cup
2707236,0.5625,1 cup
2707237,0.5625,1 cup
2707238,0.5625,1 cup
2707239,0.5625,1 cup
2707240,0.5625,1 cup
2707241,0.5625,1 cup
2707242,0.5625,1 cup
2707243,0.5625,1 cup
2707244,0.5625,1 cup
2707245,0.5625,1 cup
2707246,0.5625,1 cup
2707247,0.5625,1 cup
2707248,0.5625,1 cup
2707249,0.5625,1 cup
2707250,0.5625,1 cup
2707251,0.5625,1 cup
2707252,0.5625,1 cup
2707253,0.5625,1 cup
2707254,0.5625,1 cup
2707255,0.5625,1 cup
2707256,0.5625,1 cup
2707257,0.5625,1 cup
2707258,0.5625,1 cup
2707259,0.5625,1 cup
2707260,0.5625,1 cup
2707261,0.5625,1 cup
2707262,0.5625,1 cup
2707263,0.5625,1 cup
2707264,0.5625,1 cup
2707265,0.5625,1 cup
2707266,0.5625,1 cup
2707267,0.5625,1 cup
2707268,0.5625,1 cup
2707269,0.5625,1 cup
2707270,0.5625,1 cup
2707271,0.5625,1 cup
2707272,0.5625,1 cup
2707273,0.5625,1 cup
2707274,0.5625,1 cup
2707275,0.5625,1 cup
2707276,0.5625,1 cup
2707277,0.5625,1 cup
2707278,0.5625,1 cup
2707279,0.5625,1 cup
2707282,1.0208,1 cup
2707283,0.5625,1 cup
2707284,0.5625,1 cup
2707285,0.5625,1 cup
2707286,0.5625,1 cup
2707287,0.5625,1 cup
2707288,0.5625,1 cup
2707289,0.5625,1 cup
2707290,0.5625,1 cup
2707291,0.5625,1 cup
2707292,0.5625,1 cup
2707293,0.5625,1 cup
2707294,0.5625,1 cup
2707295,0.5625,1 cup
2707296,0.5625,1 cup
2707298,0.5625,"1 cup, cooked"
2707299,0.5625,"1 cup, cooked"
2707300,0.9167,"1/4 cup, raw (equivalent to 1 large egg) yields"
2707301,0.9167,"1/4 cup, raw (equivalent to 1 large egg) yields"
2707302,0.9167,"1/4 cup, raw (equivalent to 1 large egg) yields"
2707303,0.9167,"1/4 cup, raw (equivalent to 1 large egg) yields"
2707304,0.9167,"1/4 cup, raw (equivalent to 1 large egg) yields"
2707305,0.9167,"1/4 cup, raw (equivalent to 1 large egg) yields"
2707306,0.9167,"1/4 cup, raw (equivalent to 1 large egg) yields"
2707347,0.7708,1 cup
2707348,0.7708,1 cup
2707349,0.75,1 cup
2707350,0.7708,1 cup
2707351,0.75,1 cup
2707352,1.0833,1 cup
2707353,0.7708,1 cup
2707354,0.7708,1 cup
2707355,0.75,1 cup
2707356,0.7708,1 cup
2707357,0.75,1 cup
2707358,0.7708,1 cup
2707359,0.7708,1 cup
2707360,0.7708,1 cup
2707361,0.75,1 cup
2707362,0.7708,1 cup
2707363,0.75,1 cup
2707364,0.7708,1 cup
2707365,1.0833,1 cup
2707366,1.0833,1 cup
2707367,0.7708,1 cup
2707368,0.7708,1 cup
2707369,0.7708,1 cup
2707370,0.7708,1 cup
2707371,0.7708,1 cup
2707372,0.7708,1 cup
2707373,0.75,1 cup
2707374,0.7708,1 cup
2707375,0.75,1 cup
2707376,0.7708,1 cup
2707377,1.0833,1 cup
2707378,1.0833,1 cup
2707379,0.7708,1 cup
2707380,0.7708,1 cup
2707381,0.75,1 cup
2707382,0.7708,1 cup
2707383,0.75,1 cup
2707384,0.7708,1 cup
2707385,1.0833,1 cup
2707386,1.0833,1 cup
2707387,0.7708,1 cup
2707388,0.7708,1 cup
2707389,0.7708,1 cup
2707390,1.0833,1 cup
2707391,1.0833,1 cup
2707392,1.0833,1 cup
2707393,1.0625,1 cup
2707394,1.0833,1 cup
2707395,0.9625,1 cup
2707396,1.0833,1 cup
2707397,1.0833,1 cup
2707398,1.0833,1 cup
2707399,1.0833,1 cup
2707400,1.0,1 tablespoon
2707401,1.0,1 tablespoon
2707402,1.0,1 tablespoon
2707403,1.0,1 tablespoon
2707404,1.0667,1 tablespoon
2707405,1.0833,1 cup
2707406,1.0833,1 cup
2707407,1.0833,1 cup
2707410,1.0833,1 cup
2707411,1.0625,1 cup
2707412,0.7708,1 cup
2707413,0.7708,1 cup
2707414,0.7708,1 cup
2707415,0.7708,1 cup
2707416,0.75,1 cup
2707417,0.7708,1 cup
2707418,0.75,1 cup
2707419,0.7708,1 cup
2707420,0.75,1 cup
2707421,0.7708,1 cup
2707422,0.5,1 cup
2707423,0.7708,1 cup
2707424,0.7708,1 cup
2707425,0.75,1 cup
2707426,0.7708,1 cup
2707427,1.0,1 cup
2707428,0.125,1 cup
2707430,1.0333,1 cup
2707431,1.0,1 cup
2707432,0.8333,1 cup
2707433,0.3958,1 cup
2707434,0.125,1 cup
2707435,1.0333,"1 cup (1/2"" cubes)"
2707436,0.6667,1 cup
2707437,0.9375,1 cup
2707438,1.0667,1 tablespoon
2707439,1.1458,1 cup
2707440,0.7333,1 cup
2707441,1.0667,1 tablespoon
2707442,1.0667,1 tablespoon
2707443,1.0667,1 tablespoon
2707444,1.0208,1 cup
2707445,1.0667,1 tablespoon
2707446,1.0667,1 tablespoon
2707447,1.0667,1 tablespoon
2707449,1.0374,1 cubic inch
2707450,0.5833,1 cup
2707451,0.2833,"1 cup, NFS"
2707452,0.6875,1 cup
2707453,1.0625,1 cup
2707454,1.0625,1 cup
2707455,1.0208,1 cup
2707456,1.0625,1 cup
2707457,1.0625,1 cup
2707458,1.0625,1 cup
2707459,1.0625,1 cup
2707460,1.0625,1 cup
2707461,1.0625,1 cup
2707462,1.0625,1 cup
2707463,1.0625,1 cup
2707464,1.0208,1 cup
2707466,0.4667,1 tablespoon
2707468,0.7,1 cup
2707469,0.5417,"1 cup, NFS"
2707470,0.5833,"1 cup, sliced"
2707472,0.6,1 cup
2707473,0.5208,1 cup
2707474,0.9,"1 cup, with gravy"
2707475,0.8333,1 cup
2707476,0.9042,1 cup
2707477,0.9042,1 cup
2707479,1.0292,1 cup
2707480,0.5208,"1 cup, cooked"
2707484,0.5917,1 cup
2707485,0.5875,1 cup
2707486,0.5875,1 cup
2707487,0.5875,1 cup
2707488,0.5875,1 cup
2707489,0.5875,1 cup
2707490,0.5875,1 cup
2707491,0.5875,1 cup
2707492,0.5542,1 cup
2707493,0.5417,1 cup
2707494,0.5417,1 cup
2707495,0.5417,1 cup
2707496,0.5417,1 cup
2707497,0.5417,1 cup
2707498,0.5417,1 cup
2707499,0.5958,1 cup
2707500,0.3542,1 cup
2707501,0.3542,1 cup
2707502,0.5625,1 cup
2707503,0.55,1 cup
2707504,0.5917,1 cup
2707505,0.5917,1 cup
2707506,0.5917,1 cup
2707507,0.5917,1 cup
2707508,0.5917,1 cup
2707509,0.5917,1 cup
2707510,0.5917,1 cup
2707511,0.5917,1 cup
2707512,0.6083,"1 cup, NFS"
2707513,0.6083,1 cup
2707514,0.6083,"1 cup, NFS"
2707515,0.6083,"1 cup, NFS"
2707516,0.6083,"1 cup, NFS"
2707517,0.6083,"1 cup, NFS"
2707518,0.6083,"1 cup, NFS"
2707519,0.6083,"1 cup, NFS"
2707520,0.6083,1 cup
2707521,0.4167,1 cup
2707522,0.4167,1 cup
2707523,0.4167,1 cup
2707524,0.4167,1 cup
2707525,0.4167,1 cup
2707526,0.5625,1 cup
2707527,0.2417,"1 cup, NFS"
2707528,0.2417,"1 cup, NFS"
2707529,0.2417,"1 cup, NFS"
2707530,0.2417,"1 cup, NFS"
2707531,0.5,1 cup
2707532,0.5,1 cup
2707533,1.0667,1 tablespoon
2707534,1.0667,1 tablespoon
2707535,0.9458,"1 cup, well packed"
2707536,1.0667,1 tablespoon
2707537,1.0667,1 tablespoon
2707538,1.0667,1 tablespoon
2707539,1.0667,1 tablespoon
2707540,1.0667,1 tablespoon
2707541,1.0667,1 tablespoon
2707542,1.0667,1 tablespoon
2707543,1.0667,1 tablespoon
2707544,1.0667,1 tablespoon
2707545,1.0667,1 tablespoon
2707546,1.0667,1 tablespoon
2707547,1.0208,1 cup
2707548,1.0,1 cup
2707568,1.0144,1 fl oz
2707569,0.9417,1 cup
2707570,0.9417,1 cup
2707571,0.7777,1 fl oz (with ice)
2707572,0.7777,1 fl oz (with ice)
2707573,1.0144,1 fl oz (NFS)
2707574,0.5833,1 cup
2707575,0.5833,1 cup
2707576,0.5833,1 cup
2707577,0.5833,1 cup
2707578,0.5833,1 cup
2707579,0.1917,"1 cup, NFS"
2707580,0.1917,"1 cup, NFS"
2707581,0.1917,"1 cup, NFS"
2707582,0.1917,"1 cup, NFS"
2707583,0.1917,"1 cup, NFS"
2707584,0.1917,"1 cup, NFS"
2707585,0.1917,"1 cup, NFS"
2707586,0.5333,1 cup
2707587,1.0,1 tablespoon
2707588,0.7,1 cup
2707589,0.6042,1 cup
2707590,0.7,1 cup
2707593,0.2868,1 cubic inch
2707594,0.2624,1 cubic inch
2707596,0.1404,1 cubic inch
2707598,0.1667,1 cup
2707599,0.1667,1 cup
2707600,0.2868,1 cubic inch
2707601,0.2624,1 cubic inch
2707610,0.1875,"1 cup, NFS"
2707611,0.2075,1 cubic inch
2707614,0.1587,1 cubic inch
2707615,0.1465,1 cubic inch
2707618,0.1587,1 cubic inch
2707619,0.1465,1 cubic inch
2707624,0.2258,1 cubic inch
2707633,0.2868,1 cubic inch
2707634,0.2624,1 cubic inch
2707646,0.1587,1 cubic inch
2707647,0.1465,1 cubic inch
2707650,0.2868,1 cubic inch
2707651,0.2624,1 cubic inch
2707653,0.5833,1 cup
2707654,0.177,1 cubic inch
2707655,0.1404,1 cubic inch
2707666,0.3967,1 cubic inch
2707667,0.3967,1 cubic inch
2707668,0.3967,1 cubic inch
2707670,0.3967,1 cubic inch
2707671,0.3967,1 cubic inch
