fdc_id,g_per_ml,source_portion
2707672,0.3967,1 cubic inch
2707673,0.3967,1 cubic inch
2707677,0.2685,1 cubic inch
2707687,0.8333,"1 cup, NFS"
2707688,0.7083,1 cup
2707690,0.1917,1 cup
2707691,0.1917,1 cup
2707697,0.1667,1 cup
2707702,0.125,"1 cup, NFS"
2707709,0.1953,1 cubic inch
2707711,0.2868,1 cubic inch
2707712,0.2624,1 cubic inch
2707720,0.1953,1 cubic inch
2707721,0.177,1 cubic inch
2707722,0.2868,1 cubic inch
2707723,0.2624,1 cubic inch
2707728,0.1875,"1 cup, crumbs"
2707729,0.2075,1 cubic inch
2707745,0.1917,1 cup
2707757,0.1709,1 cubic inch
2707758,0.1526,1 cubic inch
2707768,0.2624,1 cubic inch
2707796,0.2833,"1 cup, pieces"
2707797,0.1667,1 cup
2707798,0.1667,1 cup
2707799,0.1917,1 cup
2707800,0.177,1 cubic inch
2707801,0.5187,1 cubic inch
2707802,0.5187,1 cubic inch
2707803,0.5187,1 cubic inch
2707804,0.5187,1 cubic inch
2707810,0.3708,"1 cup, crumbled"
2707811,0.3708,"1 cup, crumbled"
2707812,0.8333,"1 cup, NFS"
2707813,0.4333,1 cubic inch
2707814,0.4333,1 cubic inch
2707816,0.3708,"1 cup, crumbled"
2707818,0.4167,1 cup (pieces)
2707819,0.6333,1 cup
2707820,0.3967,1 cubic inch
2707821,0.7792,1 cup
2707848,0.5309,1 cubic inch
2707849,0.6102,1 cubic inch
2707850,0.5309,1 cubic inch
2707851,0.4028,1 cubic inch
2707852,0.4272,1 cubic inch
2707853,0.4167,1 cup
2707854,0.2083,1 cup
2707855,0.5,1 cup
2707856,0.5,1 cup
2707857,0.5,1 cup
2707858,0.2917,1 cup
2707859,0.5,1 cup
2707860,0.5,1 cup
2707861,0.75,1 cup
2707862,0.75,1 cup
2707863,0.75,1 cup
2707864,0.4167,1 cup
2707865,0.4167,1 cup
2707866,0.4167,1 cup
2707867,0.4167,1 cup
2707868,0.3125,1 cup
2707869,0.5,1 cup
2707870,0.4167,1 cup
2707871,0.5,1 cup
2707872,0.5,1 cup
2707873,0.1875,1 regular cupcake
2707874,0.1875,1 regular cupcake
2707875,0.5,1 cup
2707876,0.4167,1 cup
2707877,0.575,1 cup
2707878,0.4167,1 cup
2707879,0.4167,1 cup
2707880,0.4167,1 cup
2707881,0.4167,1 cup
2707882,0.4167,1 cup
2707883,0.5,1 cup
2707884,0.5,1 cup
2707885,0.4167,1 cup
2707886,0.2083,1 cup
2707887,0.4167,1 cup
2707888,0.5,1 cup
2707889,0.5,1 cup
2707890,0.5,1 cup
2707891,0.4167,1 cup
2707892,0.4167,1 cup
2707893,0.4167,1 cup
2707894,0.4167,1 cup
2707895,0.3125,1 cup
2707896,0.625,1 cup
2707897,0.5,1 cup
2707898,1.0417,1 cup
2707909,0.3375,"1 cup, bite size"
2707968,0.2667,"1 cup, NFS"
2707970,0.3542,"1 cup, crushed"
2707993,1.0417,1 cup
2707995,1.0417,1 cup
2707997,1.0417,1 cup
2707998,1.0417,1 cup
2707999,1.0417,1 cup
2708000,1.0417,1 cup
2708001,1.0417,1 cup
2708002,1.0417,1 cup
2708003,1.0417,1 cup
2708004,1.0417,1 cup
2708005,1.0417,1 cup
2708006,1.0417,1 cup
2708007,1.0417,1 cup
2708009,1.0417,1 cup
2708010,1.0417,1 cup
2708011,1.0417,1 cup
2708012,1.0417,1 cup
2708013,1.0417,1 cup
2708014,1.0417,1 cup
2708015,1.0417,1 cup
2708016,1.0417,1 cup
2708019,1.0417,1 cup
2708020,1.0417,1 cup
2708021,1.0417,1 cup
2708022,1.0417,1 cup
2708023,1.0417,1 cup
2708026,1.0417,1 cup
2708027,1.0417,1 cup
2708028,1.0417,1 cup
2708039,0.5187,1 cubic inch
2708040,0.5187,1 cubic inch
2708041,0.5187,1 cubic inch
2708042,0.5187,1 cubic inch
2708043,0.5187,1 cubic inch
2708044,0.7933,1 cubic inch
2708045,1.2205,1 cubic inch
2708048,1.1595,1 cubic inch
2708049,1.1595,1 cubic inch
2708055,0.8543,1 cubic inch
2708056,0.1167,"1 cup, chips"
2708059,0.3967,1 cubic inch
2708060,0.3967,1 cubic inch
2708061,0.5553,1 cubic inch
2708062,0.25,1 cup
2708079,0.2746,1 cubic inch
2708080,0.3967,1 cubic inch
2708081,0.3967,1 cubic inch
2708107,0.4875,1 cup
2708130,0.25,1 cup
2708132,0.2083,"1 cup, NFS"
2708133,0.3542,"1 cup, crushed"
2708134,0.2917,"1 cup, NFS"
2708139,0.2917,"1 cup, NFS"
2708141,0.2083,"1 cup, NFS"
2708143,0.2083,"1 cup, NFS"
2708144,0.2083,"1 cup, NFS"
2708145,0.2917,"1 cup, NFS"
2708146,0.2083,"1 cup, NFS"
2708147,0.2083,"1 cup, NFS"
2708148,0.2083,"1 cup, NFS"
2708149,0.2083,"1 cup, NFS"
2708150,0.2083,"1 cup, NFS"
2708151,0.2083,"1 cup, NFS"
2708152,0.2083,"1 cup, NFS"
2708153,0.2083,"1 cup, NFS"
2708154,0.2083,1 cup
2708155,0.2083,"1 cup, NFS"
2708160,0.2083,"1 cup, NFS"
2708161,0.125,1 cup
2708162,0.125,"1 cup, NFS"
2708163,0.1667,"1 cup, NFS"
2708164,0.2083,"1 cup, NFS"
2708167,0.2083,"1 cup, NFS"
2708168,0.2083,"1 cup, NFS"
2708169,0.2083,"1 cup, NFS"
2708170,0.2083,"1 cup, NFS"
2708171,0.2917,"1 cup, NFS"
2708172,0.2917,"1 cup, NFS"
2708173,0.2917,"1 cup, NFS"
2708174,0.2917,"1 cup, NFS"
2708175,0.2917,"1 cup, NFS"
2708176,0.2917,"1 cup, NFS"
2708177,0.2917,"1 cup, NFS"
2708178,0.25,"1 cup, NFS"
2708179,0.2083,"1 cup, NFS"
2708180,0.2917,"1 cup, NFS"
2708181,0.2917,"1 cup, NFS"
2708182,0.2917,"1 cup, NFS"
2708183,0.2917,"1 cup, NFS"
2708184,0.2083,"1 cup, NFS"
2708185,0.2083,"1 cup, NFS"
2708186,0.2083,"1 cup, NFS"
2708187,0.2083,"1 cup, NFS"
2708188,0.2083,"1 cup, NFS"
2708189,0.2083,"1 cup, NFS"
2708190,0.25,1 cup
2708195,0.3958,1 cup
2708196,0.1875,1 cup
2708197,0.1875,1 cup
2708198,0.1875,1 cup
2708199,0.1875,1 cup
2708200,0.1458,1 cup
2708201,0.1458,1 cup
2708202,0.125,1 cup
2708203,0.1458,1 cup
2708204,0.125,1 cup
2708205,0.1875,1 cup
2708206,0.125,1 cup
2708207,0.125,1 cup
2708208,0.125,1 cup
2708209,0.125,1 cup
2708210,0.125,1 cup
2708211,0.125,1 cup
2708212,0.125,1 cup
2708213,0.25,1 cup
2708214,0.1042,1 cup
2708215,0.25,1 cup
2708216,0.8042,"1 cup, unpopped, yields"
2708219,0.5625,"1 cup, unpopped, yields"
2708220,0.8792,"1 cup, unpopped, yields"
2708221,0.7375,"1 cup, unpopped, yields"
2708222,0.8042,"1 cup, unpopped, yields"
2708239,0.1458,1 cup
2708240,0.175,1 cup
2708241,0.1458,1 cup
2708242,0.125,1 cup
2708243,0.125,1 cup
2708244,0.125,1 cup
2708246,0.1667,1 cup
2708247,0.1667,1 cup
2708248,0.1667,1 cup
2708249,0.1667,1 cup
2708250,0.1667,1 cup
2708251,0.1667,1 cup
2708252,0.1667,1 cup
2708253,0.1667,1 cup
2708254,0.1667,1 cup
2708255,0.1667,1 cup
2708256,0.1667,1 cup
2708257,0.1667,1 cup
2708258,0.1667,1 cup
2708259,0.3583,1 cup
2708260,0.3583,1 cup
2708261,0.3583,1 cup
2708262,0.3583,1 cup
2708263,0.3583,1 cup
2708264,0.4,1 cup
2708265,0.4,1 cup
2708266,0.4,1 cup
2708267,0.6125,"1 cup, nuggets"
2708268,0.6125,"1 cup, nuggets"
2708269,0.6125,"1 cup, nuggets"
2708270,0.6125,"1 cup, nuggets"
2708271,0.6125,"1 cup, nuggets"
2708272,0.6125,"1 cup, nuggets"
2708273,0.7,"1 cup, nuggets"
2708274,0.7,"1 cup, nuggets"
2708275,0.7,"1 cup, nuggets"
2708276,0.7,"1 cup, nuggets"
2708277,0.6125,"1 cup, nuggets"
2708278,0.6125,"1 cup, nuggets"
2708279,0.6125,"1 cup, nuggets"
2708280,0.6125,"1 cup, nuggets"
2708281,0.6125,"1 cup, nuggets"
2708282,0.6125,"1 cup, nuggets"
2708283,0.6125,"1 cup, nuggets"
2708284,0.6125,"1 cup, nuggets"
2708285,0.6125,"1 cup, nuggets"
2708286,0.6125,"1 cup, nuggets"
2708287,0.6125,"1 cup, nuggets"
2708288,0.6125,"1 cup, nuggets"
2708289,0.6125,"1 cup, nuggets"
2708290,0.125,1 cup
2708291,0.25,1 cup
2708292,0.25,"1 cup, pieces"
2708293,0.125,"1 cup, NFS"
2708344,0.3125,1 cup
2708348,1.251,1 cubic inch
2708351,0.5833,"1 cup, cooked"
2708352,0.6667,"1 cup, cooked"
2708353,0.6667,"1 cup, cooked"
2708354,0.2333,1 cup
2708355,0.7917,"1 cup, cooked"
2708356,0.7292,"1 cup, cooked"
2708357,0.5833,"1 cup, cooked"
2708358,0.5833,"1 cup, cooked"
2708359,0.5833,"1 cup, cooked"
2708360,1.0,"1 cup, cooked"
2708361,0.7083,"1 cup, cooked"
2708362,0.7083,"1 cup, cooked"
2708363,1.0,"1 cup, cooked"
2708364,1.0,"1 cup, cooked"
2708365,1.0,"1 cup, cooked"
2708366,1.0,"1 cup, cooked"
2708367,1.0,"1 cup, cooked"
2708368,1.0,"1 cup, cooked"
2708369,1.0,"1 cup, cooked"
2708370,1.0,"1 cup, cooked"
2708371,1.0,"1 cup, cooked"
2708372,1.0,"1 cup, cooked"
2708373,1.0,"1 cup, cooked"
2708374,1.0,"1 cup, cooked"
2708375,1.0,"1 cup, cooked"
2708376,1.0,"1 cup, cooked"
2708377,0.7083,"1 cup, cooked"
2708378,1.0,"1 cup, cooked"
2708379,1.0,"1 cup, cooked"
2708380,1.0,"1 cup, cooked"
2708381,1.0,"1 cup, cooked"
2708382,1.0,"1 cup, cooked"
2708383,1.0,"1 cup, cooked"
2708384,1.0,"1 cup, cooked"
2708385,1.0,"1 cup, cooked"
2708386,1.0,"1 cup, cooked"
2708387,0.875,"1 microwave cup, prepared"
2708388,0.7083,1 Keurig cup
2708389,0.875,"1 microwave cup, prepared"
2708390,0.7083,1 Keurig cup
2708391,0.875,"1 microwave cup, prepared"
2708392,0.875,"1 microwave cup, prepared"
2708393,0.7083,1 Keurig cup
2708394,1.0,"1 cup, cooked"
2708395,0.7083,1 Keurig cup
2708396,1.0,"1 cup, cooked"
2708397,1.0,"1 cup, cooked"
2708398,1.0,"1 cup, cooked"
2708399,0.7083,"1 cup, cooked"
2708400,0.7083,"1 cup, cooked"
2708401,0.7083,"1 cup, cooked"
2708402,0.6583,"1 cup, cooked"
2708403,0.6792,"1 cup, cooked"
2708404,0.6792,"1 cup, cooked"
2708405,0.6792,"1 cup, cooked"
2708406,0.6792,"1 cup, cooked"
2708407,0.6792,"1 cup, cooked"
2708408,0.6583,"1 cup, cooked"
2708409,0.8167,"1 cup, cooked"
2708410,0.8167,"1 cup, cooked"
2708411,0.8167,"1 cup, cooked"
2708412,0.8167,"1 cup, cooked"
2708413,0.8167,"1 cup, cooked"
2708414,0.8125,"1 cup, cooked"
2708415,1.0,"1 cup, cooked"
2708416,0.8333,"1 cup, cooked"
2708417,0.7292,"1 cup, cooked"
2708418,1.0625,1 cup
2708419,0.6583,"1 cup, cooked"
2708420,0.6583,"1 cup, cooked"
2708421,0.6792,"1 cup, cooked"
2708422,0.725,"1 cup, cooked"
2708423,0.6833,"1 cup, cooked"
2708424,0.6833,"1 cup, cooked"
2708425,0.6833,"1 cup, cooked"
2708426,0.6917,"1 cup, cooked"
2708427,0.6292,"1 cup, cooked"
2708428,0.7,"1 cup, cooked"
2708429,0.7,"1 cup, cooked"
2708430,0.6458,"1 cup, cooked"
2708431,0.625,"1 cup, cooked"
2708432,0.6458,"1 cup, cooked"
2708433,1.0,"1 cup, cooked"
2708434,1.0,"1 cup, cooked"
2708435,1.0,"1 cup, cooked"
2708436,1.0,"1 cup, cooked"
2708437,1.0,"1 cup, cooked"
2708438,0.5833,"1 cup, cooked"
2708439,0.5833,"1 cup, cooked"
2708440,0.5833,"1 cup, cooked"
2708441,0.6667,"1 cup, cooked"
2708442,1.0,"1 cup, cooked"
2708443,1.0,"1 cup, cooked"
2708444,1.0,"1 cup, cooked"
2708445,0.1458,1 cup
2708446,0.1667,1 cup
2708447,0.1458,1 cup
2708448,0.125,1 cup
2708449,0.1458,1 cup
2708450,0.1667,1 cup
2708451,0.1667,1 cup
2708452,0.125,1 cup
2708453,0.125,1 cup
2708454,0.1042,1 cup
2708455,0.1042,1 cup
2708456,0.2083,1 cup
2708457,0.2083,1 cup
2708458,0.1667,1 cup
2708459,0.125,1 cup
2708460,0.1458,1 cup
2708461,0.4583,1 cup
2708462,0.1875,1 cup
2708463,0.1667,1 cup
2708464,0.1667,1 cup
2708465,0.2083,1 cup
2708466,0.1875,1 cup
2708467,0.1458,1 cup
2708468,0.125,1 cup
2708469,0.25,1 cup
2708470,0.125,1 cup
2708471,0.1458,1 cup
2708472,0.1458,1 cup
2708473,0.125,1 cup
2708474,0.1667,1 cup
2708475,0.1458,1 cup
2708476,0.25,1 cup
2708477,0.5,1 cup
2708479,0.1875,1 cup
2708480,0.1667,1 cup
2708481,0.1458,1 cup
2708482,0.125,1 cup
2708483,0.1667,1 cup
2708484,0.1667,1 cup
2708485,0.1667,1 cup
2708486,0.1667,1 cup
2708487,0.1458,1 cup
2708488,0.25,1 cup
2708489,0.3333,1 cup
2708490,0.3333,1 cup
2708491,0.2533,1 tablespoon
2708492,0.2533,1 tablespoon
2708493,0.2533,1 tablespoon
2708494,0.2533,1 tablespoon
2708495,0.2533,1 tablespoon
2708496,0.2533,1 tablespoon
2708497,0.2533,1 tablespoon
2708498,1.0,1 tablespoon
2708499,1.0,1 tablespoon
2708500,1.0,1 tablespoon
2708501,1.0,1 tablespoon
2708502,1.0,1 tablespoon
2708503,1.0,1 tablespoon
2708504,1.0,1 tablespoon
2708505,0.7083,1 cup
2708506,0.625,1 cup
2708507,0.5,1 cup
2708508,0.5083,1 cup
2708509,0.5083,1 cup
2708510,0.5083,1 cup
2708511,0.5083,1 cup
2708512,0.5083,1 cup
2708513,0.5083,1 cup
2708514,0.5,1 cup
2708515,0.5,1 cup
2708516,0.5,1 cup
2708517,0.5,1 cup
2708518,0.5,1 cup
2708519,0.5,1 cup
2708520,0.5,1 cup
2708521,0.5,1 cup
2708522,0.5,1 cup
2708523,0.5,1 cup
2708524,0.5,1 cup
2708525,0.5,1 cup
2708526,0.5,1 cup
2708527,0.5,1 cup
2708528,0.5,1 cup
2708529,0.5,1 cup
2708530,0.5,1 cup
2708531,0.5,1 cup
2708532,0.5,1 cup
2708533,0.5,1 cup
2708534,0.5,1 cup
2708535,0.5,1 cup
2708536,0.5,1 cup
2708537,0.5,1 cup
2708538,0.5,1 cup
2708539,0.5,1 cup
2708540,0.5,1 cup
2708541,0.5,1 cup
2708542,0.5,1 cup
2708543,0.5,1 cup
2708544,0.5,1 cup
2708545,0.5,1 cup
2708546,0.5,1 cup
2708547,0.5,1 cup
2708548,0.5,1 cup
2708549,0.5,1 cup
2708550,0.5,1 cup
2708551,0.5,1 cup
2708552,0.5,1 cup
2708553,0.5,1 cup
2708554,0.5,1 cup
2708555,0.5,1 cup
2708556,0.5,1 cup
2708557,0.5,1 cup
2708558,0.5,1 cup
2708559,0.5,1 cup
2708560,0.5,1 cup
2708561,0.5,1 cup
2708562,0.5,1 cup
2708563,0.5,1 cup
2708564,0.5,1 cup
2708565,0.7083,1 cup
2708566,0.7083,1 cup
2708567,0.7083,1 cup
2708568,0.7083,1 cup
2708569,0.7083,1 cup
2708570,0.7083,1 cup
2708571,0.7083,1 cup
2708572,0.7083,1 cup
2708573,0.7083,1 cup
2708574,0.7083,1 cup
2708575,1.0417,1 cup
2708576,0.5625,1 cup
2708577,0.5625,1 cup
2708578,0.5625,1 cup
2708579,0.5625,1 cup
2708580,0.5625,1 cup
2708581,0.5625,1 cup
2708582,0.5625,1 cup
2708583,0.5,1 cup
2708584,0.5,1 cup
2708585,0.5,1 cup
2708586,0.5,1 cup
2708587,0.5,1 cup
2708588,0.5,1 cup
2708589,0.5,1 cup
2708590,0.3958,1 cup
2708591,0.3958,1 cup
2708592,0.3958,1 cup
2708593,0.3958,1 cup
2708594,0.3958,1 cup
2708595,0.3958,1 cup
2708596,0.3958,1 cup
2708597,0.3958,1 cup
2708598,0.3958,1 cup
2708599,0.5,1 cup
2708600,0.5,1 cup
2708601,0.5,1 cup
2708602,0.5,1 cup
2708603,0.5,1 cup
2708604,0.5,1 cup
2708605,0.5,1 cup
2708606,0.5,1 cup
2708607,0.5,1 cup
2708608,0.7083,1 cup
2708609,0.7083,1 cup
2708610,0.7083,1 cup
2708611,0.7083,1 cup
2708685,0.7018,1 cubic inch
2708686,0.4958,1 cup
2708701,0.5208,1 cup
2708702,0.5208,1 cup
2708703,0.5208,1 cup
2708704,0.3458,1 cup
2708705,0.3125,1 cup
2708706,0.3125,1 cup
2708707,0.3208,1 cup
2708708,0.3125,1 cup
2708720,0.3333,1 cup
2708721,0.2917,1 cup
2708722,0.7833,1 cup
2708729,0.5,1 cup
2708731,0.6667,1 cup
2708732,0.6667,1 cup
2708733,0.6667,1 cup
2708745,0.3833,1 cup
2708746,0.6708,1 cup
2708747,0.6708,1 cup
2708748,0.6708,1 cup
2708749,0.6708,1 cup
2708750,1.0417,1 cup
2708751,1.0417,1 cup
2708752,1.0417,1 cup
2708753,1.0417,1 cup
2708754,1.0417,1 cup
2708755,1.0417,1 cup
2708756,1.0417,1 cup
2708757,1.0417,1 cup
2708758,1.0417,1 cup
2708759,1.0417,1 cup
2708760,0.6667,1 cup
2708761,1.0417,1 cup
2708762,1.0417,1 cup
2708763,0.6667,1 cup
2708764,1.0417,1 cup
2708765,1.0458,1 cup
2708766,1.0417,1 cup
2708767,0.6667,1 cup
2708768,1.0417,1 cup
2708769,1.025,1 cup
2708770,1.0417,1 cup
2708771,1.0417,1 cup
2708772,0.6667,1 cup
2708773,1.0417,1 cup
2708774,1.0417,1 cup
2708776,0.9792,1 cup
2708779,0.6333,1 cup
2708782,0.6333,1 cup
2708785,0.875,1 cup
2708786,0.9708,1 cup
2708787,1.0417,1 cup
2708788,1.0292,1 cup
2708789,0.7042,1 cup
2708790,0.7917,1 cup
2708791,1.0417,1 cup
2708792,0.625,1 cup
2708793,0.8333,1 cup
2708794,0.5083,1 cup
2708795,0.8667,1 cup
2708796,0.6333,1 cup
2708797,0.6333,1 cup
2708798,0.8333,1 cup
2708799,0.8333,1 cup
2708800,0.8333,1 cup
2708801,0.8333,1 cup
2708802,0.8333,1 cup
2708803,0.8333,1 cup
2708804,0.8333,1 cup
2708805,0.8333,1 cup
2708806,0.8333,1 cup
2708807,0.8333,1 cup
2708808,0.8333,1 cup
2708809,0.9333,1 cup
2708810,0.9375,1 cup
2708811,0.9583,1 cup
2708812,0.9583,1 cup
2708813,0.9583,1 cup
2708814,0.9583,1 cup
2708815,0.9583,1 cup
2708816,0.9583,1 cup
2708817,0.9583,1 cup
2708818,0.9583,1 cup
2708819,0.9583,1 cup
2708820,0.9583,1 cup
2708821,0.9583,1 cup
2708822,0.9583,1 cup
2708823,0.9583,1 cup
2708824,0.9583,1 cup
2708825,1.0417,1 cup
2708826,1.0417,1 cup
2708827,0.625,1 cup
2708828,1.0417,1 cup
2708829,1.0417,1 cup
2708830,1.0417,1 cup
2708831,1.0417,1 cup
2708832,1.0417,1 cup
2708833,1.0417,1 cup
2708834,1.0417,1 cup
2708835,1.0417,1 cup
2708836,1.0417,1 cup
2708837,1.0417,1 cup
2708838,1.0417,1 cup
2708839,1.0417,1 cup
2708840,1.0417,1 cup
2708841,1.0417,1 cup
2708842,1.0417,1 cup
2708843,1.0417,1 cup
2708844,1.0417,1 cup
2708845,1.0417,1 cup
2708846,1.0417,1 cup
2708847,1.0417,1 cup
2708848,1.0417,1 cup
2708849,1.0417,1 cup
2708850,1.0417,1 cup
2708851,1.0417,1 cup
2708852,1.0417,1 cup
2708853,1.0417,1 cup
2708854,1.0417,1 cup
2708855,1.0417,1 cup
2708856,1.0417,1 cup
2708857,1.0417,1 cup
2708858,1.0417,1 cup
2708859,1.0417,1 cup
2708860,1.0417,1 cup
2708861,1.0417,1 cup
2708862,1.0417,1 cup
2708863,1.0417,1 cup
2708864,1.0417,1 cup
2708865,1.0417,1 cup
2708866,1.0417,1 cup
2708867,1.0417,1 cup
2708868,1.0417,1 cup
2708869,1.0417,1 cup
2708870,1.0417,1 cup
2708871,1.0417,1 cup
2708872,1.0417,1 cup
2708873,1.0417,1 cup
2708874,1.0417,1 cup
2708875,1.0417,1 cup
2708876,1.0417,1 cup
2708877,1.0417,1 cup
2708878,1.0417,1 cup
2708879,1.0417,1 cup
2708880,1.0417,1 cup
2708881,1.0417,1 cup
2708882,1.0417,1 cup
2708883,1.0417,1 cup
2708884,1.0417,1 cup
2708885,1.0417,1 cup
2708886,1.0417,1 cup
2708887,1.0417,1 cup
2708888,1.0417,1 cup
2708889,1.0417,1 cup
2708890,1.0417,1 cup
2708891,1.0417,1 cup
2708892,1.0417,1 cup
2708893,1.0417,1 cup
2708894,1.0417,1 cup
2708895,1.0417,1 cup
2708896,1.0417,1 cup
2708897,1.0417,1 cup
2708898,1.0417,1 cup
2708899,1.0417,1 cup
2708900,1.0417,1 cup
2708901,1.0417,1 cup
2708902,1.0417,1 cup
2708903,1.0417,1 cup
2708904,1.0417,1 cup
2708905,1.0417,1 cup
2708906,1.0417,1 cup
2708907,1.0417,1 cup
2708908,1.0417,1 cup
2708909,1.0417,1 cup
2708910,1.0417,1 cup
2708911,1.0417,1 cup
2708912,1.0417,1 cup
2708913,1.0417,1 cup
2708914,1.0417,1 cup
2708915,1.0417,1 cup
2708916,1.0417,1 cup
2708917,1.0417,1 cup
2708918,1.0417,1 cup
2708919,1.0417,1 cup
2708920,1.0417,1 cup
2708921,1.0417,1 cup
2708922,1.0417,1 cup
2708923,1.0417,1 cup
2708924,1.0417,1 cup
2708925,1.0417,1 cup
2708926,1.0417,1 cup
2708927,0.9458,1 cup
2708928,0.9583,1 cup
2708929,0.9583,1 cup
2708930,0.7708,1 cup
2708931,0.8542,1 cup
2708932,0.85,1 cup
2708933,0.85,1 cup
2708934,0.85,1 cup
2708935,0.85,1 cup
2708936,0.85,1 cup
2708937,0.85,1 cup
2708938,0.85,1 cup
2708939,0.85,1 cup
2708940,0.85,1 cup
2708941,0.85,1 cup
2708942,0.85,1 cup
2708943,0.85,1 cup
2708944,0.85,1 cup
2708945,0.85,1 cup
2708946,0.85,1 cup
2708947,0.85,1 cup
2708948,0.85,1 cup
2708949,0.8333,1 cup
2708950,0.675,1 cup
2708951,0.6917,1 cup
2708952,0.825,1 cup
2708953,0.825,1 cup
2708954,0.825,1 cup
2708955,0.825,1 cup
2708956,0.825,1 cup
2708957,1.0417,1 cup
2708958,1.0167,1 cup
2708959,0.625,1 cup
2708960,0.625,1 cup
2708961,0.625,1 cup
2708962,0.625,1 cup
2708963,0.625,1 cup
2708964,0.625,1 cup
2708965,0.625,1 cup
2708966,0.55,1 cup
2708967,0.5833,1 cup
2708968,0.5833,1 cup
2708969,0.5833,1 cup
2708970,0.5833,1 cup
2708971,0.5833,1 cup
2708972,0.625,1 cup
2708973,0.9583,1 cup
2708974,1.0958,"1 cup, NFS"
2708975,1.0,1 cup
2708976,0.7083,1 cup
2708977,0.6667,1 cup
2708978,0.75,1 cup
2708979,0.75,1 cup
2708980,0.7833,1 cup
2708981,1.0625,1 cup
2708982,1.0625,1 cup
2708983,1.0625,1 cup
2708984,1.0625,1 cup
2708985,0.7167,1 cup
2708986,0.7083,1 cup
2708987,0.7083,1 cup
2708988,0.7083,1 cup
2708989,0.7083,1 cup
2708990,0.7083,1 cup
2708991,0.7083,1 cup
2708992,0.7083,1 cup
2708993,0.7083,1 cup
2708994,0.7083,1 cup
2708995,0.7083,1 cup
2708996,0.6708,1 cup
2708997,0.6708,1 cup
2708998,0.6708,1 cup
2708999,0.6667,1 cup
2709000,0.6667,1 cup
2709001,0.6667,1 cup
2709002,0.6667,1 cup
2709003,0.6667,1 cup
2709004,0.6667,1 cup
2709005,0.6667,1 cup
2709006,0.6667,1 cup
2709007,0.6667,1 cup
2709008,0.8708,1 cup
2709009,0.8583,1 cup
2709010,0.8708,1 cup
2709011,0.7167,1 cup
2709012,0.7167,1 cup
2709013,0.7167,1 cup
2709014,0.7167,1 cup
2709015,0.7167,1 cup
2709016,0.7167,1 cup
2709017,0.7167,1 cup
2709018,0.7167,1 cup
2709019,0.7167,1 cup
2709020,0.7167,1 cup
2709021,0.7167,1 cup
2709022,0.7167,1 cup
2709023,0.7167,1 cup
2709024,0.7167,1 cup
2709025,0.7167,1 cup
2709026,0.7167,1 cup
2709027,0.7167,1 cup
2709028,0.7167,1 cup
2709029,0.8625,1 cup
2709030,0.8625,1 cup
2709031,0.825,1 cup
2709032,0.8333,1 cup
2709033,0.7083,1 cup
2709034,0.7083,1 cup
2709035,0.7083,1 cup
2709036,0.7083,1 cup
2709037,0.7958,1 cup
2709038,0.7833,1 cup
2709039,0.7958,1 cup
2709040,0.7917,1 cup
2709041,0.7792,1 cup
2709042,0.7917,1 cup
2709043,0.7875,1 cup
2709044,0.775,1 cup
2709045,0.7875,1 cup
2709046,0.7917,1 cup
2709047,0.7792,1 cup
2709048,0.7917,1 cup
2709049,1.0125,1 cup
2709050,1.0125,1 cup
2709051,1.0125,1 cup
2709052,0.7875,1 cup
2709053,0.775,1 cup
2709054,0.7875,1 cup
2709055,0.9542,1 cup
2709056,0.9375,1 cup
2709057,0.9542,1 cup
2709058,0.9542,1 cup
2709059,0.9542,1 cup
2709060,0.9542,1 cup
2709061,0.7875,1 cup
2709062,0.775,1 cup
2709063,0.7875,1 cup
2709065,0.9333,1 cup
2709066,0.9167,1 cup
2709067,0.775,1 cup
2709068,0.7917,1 cup
2709069,0.775,1 cup
2709070,0.7917,1 cup
2709072,0.825,1 cup
2709073,0.825,1 cup
2709074,0.825,1 cup
2709075,0.825,1 cup
2709076,0.825,1 cup
2709077,0.8583,1 cup
2709078,0.825,1 cup
2709079,0.9083,1 cup
2709080,0.9583,1 cup
2709081,0.9042,1 cup
2709082,0.8167,"1 cup, NFS"
2709083,0.8167,1 cup
2709084,1.0125,1 cup
2709085,1.0125,1 cup
2709086,1.0125,1 cup
2709087,1.0125,1 cup
2709088,0.9583,1 cup
2709089,0.6958,1 cup
2709090,0.7708,1 cup
2709091,0.6458,1 cup
2709092,0.85,1 cup
2709093,0.85,1 cup
2709094,0.85,1 cup
2709095,0.9875,1 cup
2709096,0.9875,1 cup
2709097,0.9875,1 cup
2709098,0.9875,1 cup
2709099,0.9875,1 cup
2709100,0.9875,1 cup
2709101,1.175,1 cup
2709102,1.1542,1 cup
2709103,1.175,1 cup
2709104,0.9875,1 cup
2709105,0.9875,1 cup
2709106,0.9875,1 cup
2709107,0.9875,1 cup
2709108,0.9875,1 cup
2709109,0.9875,1 cup
2709110,1.0875,1 cup
2709111,1.075,1 cup
2709112,1.0917,1 cup
2709113,1.0833,1 cup
2709114,1.0667,1 cup
2709115,1.0833,1 cup
2709116,1.075,1 cup
2709117,1.0625,1 cup
2709118,1.075,1 cup
2709119,1.2208,1 cup
2709120,1.2042,1 cup
2709121,1.2208,1 cup
2709122,1.2167,1 cup
2709123,1.2,1 cup
2709124,1.2167,1 cup
2709125,1.2083,1 cup
