recipe_id,ingredient_id,ingredient_index,portion_factor,actual_measure,measure_only
386,674,7,1,8.0 g,1 tablespoon
386,927,8,1,1.5 g,11/2 teaspoon
386,854,9,1,7.0 g,1 tablespoon
386,680,10,1,0.5 g,1/4 teaspoon
386,35,11,1,,1
386,1405,12,1,15.0 g,1 tablespoon
386,625,13,1,475.0 g,2 cups
386,272,14,1,,2
386,939,15,1,12.0 g,3 tablespoon
386,120,16,1,360.0 g,1-2 cups
387,1036,1,1,660.0 g,6 medium
387,907,2,1,,
387,1224,3,1,2.5 g,1/2 teaspoon
387,674,4,1,5.0 g,1 teaspoon
387,681,5,1,3.0 g,1 teaspoon
387,854,6,1,5.0 g,1 teaspoon
387,397,7,1,30.0 g,2 tablespoons
387,720,8,1,110.0 g,1 medium
387,674,9,1,15.0 g,3 teaspoons
387,1224,10,1,5.0 g,1 teaspoon
387,682,11,1,2.0 g,1 teaspoon
387,412,12,1,7.5 g,1/2 tablespoon
387,681,13,1,3.0 g,1 teaspoon
387,676,14,1,140.0 g,2 small
387,127,15,1,1.0 g,1/2 teaspoon
387,1406,16,1,,1
387,1407,17,1,80.0 g,1/2 cup
387,1396,18,1,240.0 g,1 cup
387,1408,19,1,150.0 g,1 large
387,1409,20,1,270.0 g,11/2 cups
387,816,21,1,4.0 g,1 tablespoon
387,331,22,1,,1
388,1055,1,1,1362.0 g,3 pounds
388,334,2,1,10.0 g,1-3 teaspoons
388,674,3,1,10.0 g,2-3 cloves
388,639,4,1,5.0 g,1 teaspoon
388,1085,5,1,2.0 g,1 teaspoon
388,1410,6,1,2.0 g,1 teaspoon
388,927,7,1,1.0 g,1/2 teaspoon
388,1411,8,1,5.0 g,1 teaspoon
388,127,9,1,0.5 g,1/4 teaspoon
388,921,10,1,113.0 g,1/2 cup
388,1412,11,1,5.0 g,1 teaspoon
388,522,12,1,,
389,109,1,1,22.5 g,1-2 tablespoons
389,720,2,1,110.0 g,1 medium
389,727,3,1,10.0 g,2 teaspoons
389,1263,4,1,4.0 g,2 teaspoons
389,699,5,1,5.0 g,1 teaspoon
389,737,6,1,5.0 g,1 teaspoon
389,854,7,1,3.0 g,11/2 teaspoons
389,680,8,1,37.5 g,2-3 tablespoons
389,681,9,1,5.0 g,1 teaspoon
389,639,10,1,2.0 g,1 teaspoon
389,1413,11,1,260.0 g,2 cups
389,1414,12,1,350.0 g,11/2 cups
389,1415,13,1,,2
389,1416,14,1,,
389,917,15,1,,2
389,1417,16,1,,
389,1418,17,1,7.5 g,1/2 tablespoon
389,1419,18,1,22.5 g,1-2 tablespoons
389,522,19,1,,
390,10,1,1,420.0 g,31/2 cups
390,577,2,1,150.0 g,3/4 cup
390,522,3,1,2.5 g,1/2 teaspoon
390,744,4,1,1.25 g,1/4 teaspoon
390,1201,5,1,5.0 g,1 teaspoon
390,1420,6,1,5.0 g,1 teaspoon
390,99,7,1,60.0 g,1/4 cup
390,209,8,1,150.0 g,1 large
390,364,9,1,180.0 g,3/4 cup
390,390,10,1,,
391,1421,1,1,1589.0 g,3-4 pounds
391,829,2,1,237.0 g,1 cup
391,29,3,1,15.0 g,1 tablespoon
391,522,4,1,20.0 g,1 tablespoon
391,397,5,1,15.0 g,1 tablespoon
391,720,6,1,150.0 g,1 large
391,674,7,1,14.0 g,3-4 cloves
391,1263,8,1,1.0 g,1 teaspoon
391,51,9,1,,1
391,751,10,1,80.0 g,2 stalk
391,676,11,1,,2
391,1322,12,1,15.0 g,1 tablespoon
391,793,13,1,1.5 g,1/2 teaspoon
391,504,14,1,30.0 g,2 tablespoons
391,1422,15,1,,
392,1423,1,1,180.0 g,3/4 cup
392,745,2,1,450.0 g,3 large
392,166,3,1,180.0 g,3/4 cup
392,1424,4,1,15.0 g,1 tablespoon
392,1425,5,1,5.0 g,1 teaspoon
392,606,6,1,113.4 g,4 ounces
392,10,7,1,480.0 g,2 cups
392,744,8,1,10.0 g,2 teaspoons
392,522,9,1,2.5 g,1/2 teaspoon
392,1200,10,1,180.0 g,3/4 cup
392,1426,11,1,60.0 g,1/4 cup
392,1427,12,1,5.0 g,1 teaspoon
392,1428,13,1,5.0 g,1 teaspoon
393,139,1,1,681.0 g,1-2 pounds
393,1429,2,1,,1
393,615,3,1,120.0 g,1/2 cup
393,719,4,1,,4
393,1430,5,1,15.0 g,1 tbsp
393,412,6,1,15.0 g,1 tbsp
393,927,7,1,15.0 g,1 tbsp
393,676,8,1,,2
393,1214,9,1,15.0 g,1 tbsp
393,1431,10,1,400.0 g,1 can
393,1432,11,1,100.0 g,1 package
393,508,12,1,960.0 g,4 cups
393,907,13,1,,
393,1433,14,1,454.0 g,1 pound
394,621,1,1,236.0 g,1 cup
394,166,2,1,470.0 g,2 cups
394,1434,3,1,,
394,1435,4,1,10.0 g,
394,763,5,1,26.25 g,21/4 teaspoons
394,239,6,1,540.0 g,41/2 cups
394,1436,7,1,60.0 g,1 cup
394,390,8,1,,
395,606,1,1,284.0 g,10 ounces
395,1200,2,1,150.0 g,3/4 cup
395,745,3,1,750.0 g,5 large
395,10,4,1,240.0 g,2 cups
395,744,5,1,10.0 g,2 teaspoons
395,1437,6,1,396.0 g,1
395,611,7,1,5.0 g,1 teaspoon
395,1427,8,1,15.0 g,1 tablespoon
395,1438,9,1,203.0 g,1 teaspoon
395,1420,10,1,12.0 g,2-3 tablespoons
396,1439,1,1,,
396,1440,2,1,,
396,1441,3,1,360.0 g,1-2 cups
396,1231,4,1,220.0 g,2 medium
396,727,5,1,7.5 g,1 1/2 teaspoons
396,1124,6,1,5.0 g,1 teaspoons
396,986,7,1,55.0 g,1/2 medium
396,1442,8,1,60.0 g,1/4 cup
396,1443,9,1,,1/2
396,854,10,1,15.0 g,1 tablespoon
396,1444,11,1,,
396,1214,12,1,22.5 g,1-2 tablespoons
397,1445,1,1,,3
397,1446,2,1,454.0 g,1 pound
397,986,3,1,150.0 g,1 large
397,1447,4,1,120.0 g,1/2 cup
397,1448,5,1,,2-3
397,1449,6,1,,3
397,639,7,1,5.0 g,1 teaspoon
397,854,8,1,15.0 g,1 tablespoon
397,727,9,1,15.0 g,1 tablespoon
397,1450,10,1,,1/2
397,1451,11,1,283.5 g,8-12 ounce
397,1287,12,1,15.0 g,1 tablespoon
397,1244,13,1,,1
397,907,14,1,,
398,99,1,1,170.0 g,6 ounces
398,1452,2,1,82.5 g,11/2 tablespoons
398,29,3,1,5.0 g,1 teaspoon
398,1200,4,1,100.0 g,1/2 cup
398,95,5,1,50.0 g,1/4 cup
398,1453,6,1,,
398,1454,7,1,240.0 g,1 cup
398,1455,8,1,80.0 g,1/3 cup
398,1456,9,1,1320.0 g,11/2 cups
398,239,10,1,660.0 g,11/4 cups
398,1293,11,1,5.0 g,1 teaspoon
398,1085,12,1,5.0 g,1 teaspoon
399,1457,1,1,,
399,1195,2,1,,
399,720,3,1,110.0 g,1 medium
399,625,4,1,,
399,177,5,1,60.0 g,1/4 cup
399,954,6,1,5.0 g,1 teaspoon
399,727,7,1,5.0 g,1 teaspoon
399,1087,8,1,,4
399,680,9,1,17.5 g,3-4 teaspoons
399,639,10,1,5.0 g,1 teaspoon
399,854,11,1,3.0 g,1 teaspoon
399,1458,12,1,5.0 g,1 teaspoon
399,939,13,1,4.0 g,2 tablespoons
399,917,14,1,,2
399,1244,15,1,,1
399,1459,16,1,10.0 g,1 tablespoon
400,1460,1,1,1135.0 g,2-3 pounds
400,680,2,1,2.0 g,1 teaspoon
400,674,3,1,1.4 g,1/2 teaspoon
400,1224,4,1,1.5 g,1/2 teaspoon
400,907,5,1,,
400,109,6,1,60.0 g,4 tablespoons
400,720,7,1,110.0 g,1 medium
400,1461,8,1,600.0 g,4 large
400,1124,9,1,2.0 g,1 teaspoon
400,1263,10,1,0.8 g,1 teaspoon
400,680,11,1,37.5 g,2-3 tablespoons
400,676,12,1,,1-2
400,1163,13,1,,1
400,917,14,1,,2
400,1462,15,1,,1/2
400,625,16,1,350.0 g,11/2 cups
400,1463,17,1,,
400,1193,18,1,,3-4
400,412,19,1,2.0 g,1-2 teaspoon
400,489,20,1,,1/2
400,939,21,1,22.5 g,1-2 tablespoon
400,907,22,1,,
401,1208,1,1,,
401,1464,2,1,42.0 g,3 tablespoons
401,673,3,1,275.0 g,2-3 medium
401,109,4,1,60.0 g,1/4 cup
401,52,5,1,2.0 g,2 tablespoons
401,674,6,1,9.0 g,1 tablespoon
401,1224,7,1,4.5 g,1/2 tablespoon
401,625,8,1,600.0 g,2-3 cups
401,724,9,1,14.0 g,1 tablespoon
401,412,10,1,0.5 g,1/2 tablespoon
401,1292,11,1,2.0 g,1 tablespoon
401,745,12,1,750.0 g,4-6 large
401,1465,13,1,,1-2
401,907,14,1,,
402,10,1,1,360.0 g,3 cups
402,577,2,1,4.0 g,1 teaspoon
402,522,3,1,27.5 g,11/2 teaspoons
402,258,4,1,42.0 g,3 tablespoons
402,621,5,1,295.0 g,11/4 cup
403,10,1,1,240.0 g,2 cups
403,744,2,1,12.0 g,21/2 teaspoons
403,522,3,1,2.5 g,1/2 teaspoon
403,1466,4,1,,
403,687,5,1,1.0 g,1/2 teaspoon
403,1467,6,1,1.0 g,1/2 teaspoon
403,1468,7,1,37.5 g,2-3 tablespoons
403,209,8,1,150.0 g,1 large
403,925,9,1,42.0 g,3 tablespoons
403,1469,10,1,120.0 g,1/2 cup
403,621,11,1,,
403,615,12,1,,
403,1470,13,1,,
403,1471,14,1,,
404,1472,1,1,240.0 g,1 cup
404,1473,2,1,227.0 g,1/2 pound
404,1309,3,1,480.0 g,2 cups
404,1474,4,1,,1/3
404,1475,5,1,70.0 g,1 small
404,1476,6,1,,1-2
404,522,7,1,,
406,1479,1,1,1135.0 g,2-3 pounds
406,854,2,1,15.0 g,1 tablespoon
406,1480,3,1,75.0 g,1/2 large
406,907,4,1,,
406,390,5,1,120.0 g,1/2 cup
406,720,6,1,75.0 g,1/2 large
406,719,7,1,,2
406,674,8,1,12.0 g,3 cloves
406,960,9,1,15.0 g,1/2 cup
406,1309,10,1,480.0 g,2 cups
406,562,11,1,60.0 g,2 cups
406,1481,12,1,245.0 g,1 cup
407,1482,1,1,1816.0 g,4 pounds
407,1483,2,1,450.0 g,4-5 bunch
407,1484,3,1,227.0 g,1/2 pound
407,1472,4,1,360.0 g,1-2 cups
407,1097,5,1,120.0 g,1/2 cup
407,1143,6,1,55.0 g,1/2 medium
407,1485,7,1,,1
407,1486,8,1,15.0 g,1 tablespoon
407,1487,9,1,15.0 g,1 tablespoon
407,639,10,1,5.0 g,1 teaspoon
407,1488,11,1,,1
407,1489,12,1,,1
407,907,13,1,,
408,358,1,1,900.0 g,2 pounds
408,1490,2,1,,
408,1209,3,1,30.0 g,2 tablespoons
408,720,4,1,,1/4
408,1472,5,1,750.0 g,11/2 pounds
408,1491,6,1,1320.0 g,5-6 cups
408,625,7,1,600.0 g,2-3 cups
408,1492,8,1,900.0 g,2 pounds
408,1097,9,1,25.0 g,1/2 cup
408,409,10,1,240.0 g,1 cup
408,907,11,1,,
408,1244,12,1,,1
409,1493,1,1,120.0 g,1/2 cup
409,720,2,1,110.0 g,1 medium
409,1242,3,1,480.0 g,2 cups
409,740,4,1,450.0 g,1 pound
409,1163,5,1,150.0 g,1 large
409,727,6,1,12.5 g,2-3 teaspoons
409,828,7,1,2.0 g,1 teaspoon
409,854,8,1,3.0 g,11/2 teaspoons
409,1494,9,1,2.0 g,1 teaspoon
409,127,10,1,1.0 g,1/2 teaspoon
409,907,11,1,,
409,1495,12,1,600.0 g,8 cups
409,51,13,1,,1
410,1496,1,1,283.5 g,10 ounce
410,1497,2,1,,3
410,954,3,1,7.5 g,1 1/2 teaspoon
410,727,4,1,10.0 g,2 teaspoon
410,1498,5,1,150.0 g,1 large
410,1499,6,1,5.0 g,1 teaspoon
410,1500,7,1,2.5 g,1/2 teaspoon
410,1501,8,1,5.0 g,1 teaspoon
410,1502,9,1,,1-2
410,1503,10,1,,1
411,1464,1,1,22.5 g,1-2 tablespoons
411,177,2,1,60.0 g,1/4 cup
411,720,3,1,150.0 g,1 large
411,52,4,1,14.0 g,11/2 tablespoons
411,674,5,1,6.0 g,2 teaspoons
411,1504,6,1,1.0 g,1/2 tablespoon
411,1505,7,1,2.0 g,1 teaspoon
411,854,8,1,7.5 g,1-2 teaspoons
411,1506,9,1,200.0 g,1 cup
411,724,10,1,14.0 g,1 tablespoon
411,1507,11,1,475.0 g,2 cups
411,939,12,1,8.0 g,2 tablespoons
411,907,13,1,,
412,606,1,1,450.0 g,1 pound
412,720,2,1,70.0 g,1 small
412,727,3,1,45.0 g,3 tablespoons
412,1508,4,1,2.0 g,1 teaspoon
412,974,5,1,4.0 g,1 teaspoon
412,681,6,1,3.0 g,1 teaspoon
412,954,7,1,22.5 g,1-2 tablespoons
412,1201,8,1,1.0 g,1/4 teaspoon
412,753,9,1,2.0 g,1 teaspoon
412,683,10,1,2.5 g,1/2 teaspoon
412,1221,11,1,,5-6
413,740,1,1,300.0 g,2 large
413,1509,2,1,226.8 g,8 ounces
413,691,3,1,240.0 g,1 cup
413,1510,4,1,60.0 g,1/4 cup
413,720,5,1,55.0 g,1/2 medium
413,1511,6,1,10.0 g,2 teaspoons
413,1512,7,1,,1/2
413,1124,8,1,5.0 g,1 teaspoon
413,1513,9,1,5.0 g,1 teaspoon
413,854,10,1,5.0 g,1 teaspoon
413,1514,11,1,2.5 g,1/2 teaspoon
413,1515,12,1,2.5 g,1/2 teaspoon
413,1516,13,1,2.5 g,1/2 teaspoon
413,1517,14,1,,1
413,522,15,1,5.0 g,1 teaspoon
414,1518,1,1,,2-3
414,1307,2,1,150.0 g,1 large
414,1308,3,1,,2-3
414,727,4,1,12.5 g,2-3 teaspoon
414,1224,5,1,5.0 g,1 teaspoon
414,907,6,1,,
414,331,7,1,,1
414,1519,8,1,,
414,1520,9,1,7.5 g,1-2 teaspoon
414,1521,10,1,,
415,177,1,1,15.0 g,1 tablespoon
415,674,2,1,14.0 g,3-4 cloves
415,709,3,1,15.0 g,1 tablespoon
415,35,4,1,,1
415,854,5,1,15.0 g,1 tablespoon
415,1522,6,1,,1
415,720,7,1,55.0 g,1/2 medium
415,1523,8,1,30.0 g,2 tablespoons
415,639,9,1,5.0 g,1 teaspoon
415,917,10,1,,1-2
415,955,11,1,7.5 g,1-2 teaspoons
415,1524,12,1,,
415,1525,13,1,,
415,1193,14,1,,3-4
415,522,15,1,,
416,1526,1,1,680.0 g,11/2 pounds
416,1527,2,1,7.0 g,1 teaspoon
416,364,3,1,22.5 g,1-2 tablespoons
416,606,4,1,56.0 g,4 tablespoons
416,1528,5,1,77.0 g,1/3 cup
416,907,6,1,,
416,364,7,1,500.0 g,2 cups
416,1529,8,1,680.0 g,11/2 pounds
416,929,9,1,15.0 g,1 tablespoon
416,35,10,1,,1
416,1530,12,1,,2
416,925,13,1,60.0 g,4 tablespoons
416,397,14,1,15.0 g,1 tablespoon
416,239,15,1,45.0 g,3 tablespoons
416,1531,16,1,240.0 g,1 cup
416,1532,17,1,56.7 g,2 ounces
416,1533,18,1,50.0 g,50 grams
416,955,19,1,5.0 g,1 teaspoon
416,907,20,1,,
417,1140,1,1,26.25 g,21/4 teaspoons
417,621,2,1,175.0 g,3/4 cup
417,10,3,1,300.0 g,21/2 cups
417,674,4,1,6.0 g,1-2 cloves
417,1263,5,1,1.0 g,1 teaspoon
417,577,6,1,10.0 g,2 teaspoons
417,522,7,1,5.0 g,1 teaspoon
417,258,8,1,56.0 g,1/4 cup
417,1534,9,1,60.0 g,1/4 cup
418,1535,1,1,330.0 g,3 medium
418,577,2,1,30.0 g,2 tablespoons
418,685,3,1,5.0 g,1 teaspoon
418,1536,4,1,,
418,1537,5,1,30.0 g,2 tablespoons
418,1538,6,1,15.0 g,1 tablespoon
418,1436,7,1,,
419,1539,1,1,,2-3
419,615,2,1,,
419,522,3,1,,
420,1540,1,1,110.0 g,1 medium
420,1541,2,1,,2
420,625,3,1,,
420,522,4,1,5.0 g,1 teaspoon
421,41,1,1,908.0 g,2 pounds
421,1542,2,1,,1
421,720,3,1,110.0 g,1 medium
421,674,4,1,12.0 g,3 cloves
421,1014,5,1,,1
421,625,6,1,950.0 g,4 cups
421,955,7,1,10.0 g,1 tablespoon
421,522,8,1,6.0 g,1 teaspoon
421,1515,9,1,5.0 g,1 teaspoon
421,676,10,1,,2
421,720,11,1,150.0 g,1 large
421,719,12,1,1050.0 g,6-8 large
421,674,13,1,20.0 g,5 cloves
421,1543,14,1,,1
421,895,15,1,,3
421,1544,16,1,,2
421,177,17,1,120.0 g,1/2 cup
421,720,18,1,110.0 g,1 medium
421,1263,19,1,15.0 g,1 tablespoon
421,724,20,1,240.0 g,1/2 cup
421,412,21,1,2.5 g,1/2 teaspoon
421,1545,22,1,0.5 g,1/4 teaspoon
421,737,23,1,1.25 g,1/4 teaspoon
421,680,24,1,1.25 g,1/4 teaspoon
421,689,25,1,0.5 g,1/4 teaspoon
421,63,26,1,1.5 g,1/2 teaspoon
421,1546,27,1,2.0 g,1 tablespoon
421,522,28,1,6.0 g,1 teaspoon
421,955,29,1,10.0 g,1 tablespoon
421,1547,30,1,588.0 g,3 cups
421,908,31,1,475.0 g,2 cups
421,625,32,1,235.0 g,1 cups
422,109,1,1,30.0 g,2 tablespoons
422,720,2,1,55.0 g,1/2 medium
422,674,3,1,4.0 g,1 cloves
422,719,4,1,300.0 g,2 large
422,917,5,1,,2
422,680,6,1,1.0 g,1/4 teaspoon
422,639,7,1,1.0 g,1/2 teaspoon
422,412,8,1,10.0 g,2 teaspoons
422,1548,9,1,285.0 g,2 cups
422,1549,10,1,684.0 g,4 cups
422,1550,11,1,,
422,907,12,1,,
422,1551,13,1,,
423,1552,1,1,1362.0 g,3 pound
423,1553,2,1,,1
423,1554,3,1,,
423,1192,4,1,30.0 g,2 tablespoon
423,412,5,1,15.0 g,1 tablespoon
423,35,6,1,,1
423,1555,7,1,,
423,1556,8,1,,2
423,1557,9,1,60.0 g,1/4 cup
423,939,10,1,60.0 g,1/4 cup
423,1558,11,1,,0-3
423,1226,12,1,,
423,1559,13,1,,
423,1227,14,1,22.5 g,1-2 tablespoon
423,1560,15,1,,1
423,1561,16,1,,2
423,1562,17,1,2.5 g,1/2 teaspoon
423,1563,18,1,,3-4
424,917,1,1,240.0 g,1 cup
424,939,2,1,480.0 g,2 cups
424,1288,3,1,240.0 g,1 cup
424,1263,4,1,240.0 g,1 cup
424,1564,5,1,480.0 g,2 cups
424,1069,6,1,45.0 g,3 tablespoons
424,720,7,1,240.0 g,1 cup
424,1224,8,1,5.0 g,1 teaspoon
424,674,9,1,120.0 g,1/2 cup
424,522,10,1,7.5 g,1/2 tablespoon
424,1565,11,1,7.5 g,1/2 tablespoon
424,1566,12,1,,
425,1567,1,1,480.0 g,2 cups
425,1568,2,1,60.0 g,1/4 cup
425,272,3,1,,1
425,1569,4,1,,1
425,1087,5,1,,1
425,674,6,1,4.0 g,1 clove
425,1570,7,1,15.0 g,1 tablespoon
425,1571,8,1,60.0 g,1/4 cup
425,1572,9,1,,1/2
425,1573,10,1,,
425,1574,11,1,,
425,907,12,1,,
425,1575,13,1,,
426,1576,1,1,,
426,1465,2,1,,1-2
426,1422,3,1,,
426,639,4,1,10.0 g,2 teaspoon
426,63,5,1,10.0 g,2 teaspoon
426,1577,6,1,,1-2
426,870,7,1,,7-10
426,1578,8,1,10.0 g,2 teaspoons
426,922,9,1,,1/2
426,412,10,1,5.0 g,1 teaspoon
426,1579,11,1,30.0 g,2 tablespoon
426,1580,12,1,100.0 g,1 piece
426,1581,13,1,120.0 g,1/2 cup
426,1582,14,1,60.0 g,1/4 cup
427,1583,1,1,,
427,854,2,1,3.0 g,1 teaspoon
427,686,3,1,5.0 g,1 teaspoon
427,807,4,1,4.0 g,1 teaspoon
427,937,5,1,1.0 g,1/2 teaspoon
427,1584,6,1,30.0 g,2 tablespoons
427,1195,7,1,,
427,356,8,1,224.0 g,1 cup
427,727,9,1,15.0 g,11/2 teaspoons
427,331,10,1,,1/2
427,1585,11,1,50.0 g,3 tablespoons
427,1586,12,1,5.0 g,1 teaspoon
427,1587,13,1,30.0 g,2 tablespoons
427,272,14,1,,1
427,645,15,1,10.0 g,2 teaspoons
427,907,16,1,,
428,842,1,1,,2
428,1588,2,1,28.0 g,2 tablespoons
428,695,3,1,42.0 g,2 tablespoons
428,1589,4,1,68.0 g,1/4 cup
429,1590,1,1,480.0 g,2 cups
429,625,2,1,160.0 g,2/3 cup
429,1200,3,1,160.0 g,2/3 cup
429,95,4,1,80.0 g,1/3 cup
429,685,5,1,10.0 g,2 teaspoons
429,1085,6,1,2.5 g,1/2 teaspoons
429,611,7,1,2.5 g,1/2 teaspoon
429,127,8,1,1.25 g,1/4 teaspoon
430,1590,1,1,375.0 g,3 cups
430,1284,2,1,681.0 g,1-2 pounds
430,522,3,1,10.0 g,2 teaspoons
430,639,4,1,5.0 g,2 teaspoons
430,412,5,1,4.0 g,2 teaspoons
430,955,6,1,5.0 g,2 teaspoons
430,390,7,1,37.5 g,2-3 tablespoons
430,719,8,1,330.0 g,3 medium
430,720,9,1,110.0 g,1 medium
430,674,10,1,16.0 g,4 cloves
430,1542,11,1,15.0 g,1
430,939,12,1,45.0 g,3 tablespoons
431,1591,1,1,,10
431,625,2,1,,
431,625,3,1,,
431,1592,4,1,,
432,1319,1,1,450.0 g,1 pound
432,1593,2,1,,4
432,1594,3,1,480.0 g,2 cups
432,720,4,1,150.0 g,1 large
432,751,5,1,40.0 g,1 stalk
432,727,6,1,15.0 g,1 tablespoon
432,1263,7,1,2.0 g,2 teaspoons
432,676,8,1,,1-2
432,1250,9,1,1560.0 g,6-7 cups
432,1322,10,1,8.0 g,2 teaspoons
432,907,11,1,,
432,176,12,1,200.0 g,4 cups
432,917,13,1,,1
433,1595,1,1,120.0 g,1 cup
433,1596,2,1,70.0 g,1/2 cup
433,577,3,1,12.0 g,1 tablespoon
433,1597,4,1,9.0 g,1 tablespoon
433,621,5,1,295.0 g,11/4 cups
433,10,6,1,480.0 g,4 cups
433,744,7,1,24.0 g,2 tablespoons
433,522,8,1,12.0 g,2 teaspoons
433,577,9,1,50.0 g,1/4 cup
433,621,10,1,944.0 g,4 cups
434,1598,1,1,1135.0 g,2-3 pound
434,1599,2,1,37.5 g,2-3 tablespoons
434,727,3,1,5.0 g,1 teaspoon
434,1387,4,1,40.0 g,1/4 cup
434,1600,5,1,87.5 g,1/2
434,1601,6,1,87.5 g,1/2
434,412,7,1,1.05 g,1/2 teaspoon
434,939,8,1,3.8 g,1 tablespoon
434,1602,9,1,6.5 g,1/2 teaspoon
434,522,10,1,,
435,358,1,1,227.0 g,1/2 pound
435,720,2,1,110.0 g,1 medium
435,1214,3,1,15.0 g,1 tablespoon
435,1603,4,1,15.0 g,1 tablespoon
435,1604,5,1,,1
435,724,6,1,30.0 g,2 tablespoon
435,1605,7,1,510.3 g,18 ounce
435,1606,8,1,720.0 g,3 cups
435,508,9,1,720.0 g,3 cups
435,1607,10,1,454.0 g,1 pound
435,907,11,1,,
436,615,1,1,52.5 g,3-4 tablespoons
436,720,2,1,110.0 g,1 medium
436,1608,3,1,2.0 g,2 teaspoons
436,1609,4,1,15.0 g,1 tablespoon
436,1547,5,1,540.0 g,3 cups
436,412,6,1,9.0 g,1 tablespoon
436,1214,7,1,10.0 g,2 teaspoons
436,907,8,1,,
436,1610,9,1,,1
436,1250,10,1,950.0 g,4 cups
436,1611,11,1,,1
436,1252,12,1,450.0 g,1 pound
436,939,13,1,,
437,719,1,1,,2
437,497,2,1,75.0 g,1/2 large
437,1612,3,1,,1-2
437,196,4,1,110.0 g,1 medium
437,674,5,1,6.0 g,1-2 cloves
437,1613,6,1,,1
437,1614,7,1,,
437,969,8,1,,
437,1615,9,1,,2
437,1616,10,1,,1-2
437,674,11,1,4.0 g,1 clove
437,397,12,1,60.0 g,1/4 cup
437,334,13,1,30.0 g,2 tablespoons
437,1617,14,1,30.0 g,2 tablespoons
437,695,15,1,15.0 g,1 tablespoons
437,1618,16,1,30.0 g,2 tablespoons
437,1422,17,1,,
438,1619,1,1,480.0 g,2 cups
438,1620,2,1,120.0 g,1/2 cup
438,1436,3,1,120.0 g,1/2 cup
438,1621,4,1,2.5 g,1/2 teaspoon
438,577,5,1,420.0 g,1 3/4 cup
438,522,6,1,2.5 g,1/2 teaspoon
439,1622,1,1,,1
439,673,2,1,220.0 g,2 medium
439,272,3,1,,2
439,1623,4,1,,1
439,1624,5,1,,4
439,1625,6,1,15.0 g,1 tablespoon
439,1626,7,1,15.0 g,1 tablespoon
439,1263,8,1,,1
439,35,9,1,,1
439,854,10,1,5.0 g,1 teaspoon
439,1627,11,1,7.5 g,1/2 tablespoon
439,1628,12,1,,1
439,907,13,1,,
440,1629,1,1,,4-6
440,720,2,1,,1/4
440,1630,3,1,,
440,674,4,1,6.0 g,1-2 cloves
440,1631,5,1,5.0 g,1 teaspoon
440,334,6,1,5.0 g,1 teaspoon
440,737,7,1,2.5 g,1/2 teaspoon
440,522,8,1,6.0 g,1 teaspoon
440,1632,9,1,5.0 g,1 teaspoon
440,390,10,1,,
441,1633,1,1,480.0 g,2 cups
441,720,2,1,55.0 g,1/2 medium
441,1634,3,1,,1/2
441,409,4,1,236.0 g,1 cup
441,625,5,1,826.0 g,31/2 cups
441,1635,6,1,720.0 g,3 cups
441,1636,7,1,7.0 g,2
441,1172,8,1,15.0 g,3 teaspoons
442,1637,1,1,1135.0 g,2-3 pounds
442,522,2,1,,
442,720,3,1,150.0 g,1 large
442,1210,4,1,1589.0 g,3-4 pounds
442,1227,5,1,,10
442,719,6,1,450.0 g,3 large
442,939,7,1,15.0 g,1/4 cup
442,1557,8,1,24.0 g,1/2 cup
442,1288,9,1,15.0 g,1/4 cup
442,1124,10,1,10.0 g,2 teaspoons
442,674,11,1,32.0 g,8 cloves
442,917,12,1,,2
442,639,13,1,5.0 g,1 teaspoon
442,680,14,1,2.5 g,1/2 teaspoon
442,937,15,1,6.0 g,1 tablespoon
442,1638,16,1,,2
442,1639,17,1,1.0 g,1/2 teaspoon
442,615,18,1,45.0 g,2-4 tablespoons
442,1640,19,1,15.0 g,1 tablespoon
442,522,20,1,,
443,1641,1,1,1362.0 g,3 pounds
443,1642,2,1,,4
443,1643,3,1,240.0 g,1 cup
443,960,4,1,120.0 g,1/2 cup
443,1644,5,1,,
443,1645,6,1,,
443,1646,7,1,10.0 g,2 teaspoons
443,1647,8,1,,1
443,1648,9,1,5.0 g,1 teaspoon
443,1649,10,1,2.5 g,1/2 teaspoon
444,1036,1,1,1589.0 g,3-4 pounds
444,522,2,1,,
444,1650,3,1,,
444,109,4,1,37.5 g,2-3 tablespoons
444,720,5,1,,1
444,674,6,1,12.0 g,3 cloves
444,35,7,1,,1
444,972,8,1,6.0 g,2 teaspoons
444,1585,9,1,30.0 g,2 tablespoons
444,1465,10,1,,1-2
444,705,11,1,473.0 g,2 cups
444,1651,12,1,9.0 g,1 tablespoon
445,177,1,1,52.5 g,3-4 tablespoons
445,720,2,1,220.0 g,2 medium
445,751,3,1,80.0 g,2 stalks
445,674,4,1,16.0 g,4 cloves
445,954,5,1,4.0 g,1/2 tablespoon
445,828,6,1,3.0 g,11/2 teaspoons
445,854,7,1,12.5 g,2-3 teaspoons
445,1506,8,1,450.0 g,1 pound
445,1652,9,1,425.0 g,1
445,917,10,1,,2
445,639,11,1,2.0 g,1 teaspoon
445,691,12,1,375.0 g,2-3 large
445,127,13,1,1.0 g,1/2 teaspoon
445,1653,14,1,1440.0 g,6 cups
445,1654,15,1,8.0 g,2 tablespoons
445,907,16,1,,
446,1655,1,1,1135.0 g,2-3 pounds
446,907,2,1,,
446,412,3,1,1.0 g,1/2 teaspoon
