recipe_id,recipe_name,local_path,source_url,status
353,AFRICAN RICE AND BEANS,assets/photos/353.jpg,https://www.africanbites.com/african-rice-and-beanswaakye/,ok
354,AFRICAN SPICY OXTAIL STEW,assets/photos/354.jpg,https://www.africanbites.com/african-spicy-oxtail-stew/,ok
355,AFRICAN YAM SOUP STEW,assets/photos/355.jpg,https://www.africanbites.com/african-yam-soup-stew/,ok
356,AIR FRYER CHIN CHIN,assets/photos/356.jpg,https://www.africanbites.com/air-fryer-chin-chin/,ok
357,ASHANTI CHICKEN (WHOLE DEBONED CHICKEN STUFFED WITH JOLLOF RICE),assets/photos/357.jpg,https://www.africanbites.com/ashanti-chicken-whole-deboned-chicken-rice/,ok
358,ASUN (SPICY ROAST GOAT),assets/photos/358.jpg,https://www.africanbites.com/asun-spicy-roast-goat/,ok
359,BAKED YUCA FRIES,assets/photos/359.jpg,https://www.africanbites.com/baked-crispy-cassava-friesyuca-fries/,ok
360,BAKED PLANTAIN FRITTATA,assets/photos/360.jpg,https://www.africanbites.com/baked-plantain-frittatabaked-plantain-and-eggs/,ok
361,PLANTAIN BREAD (PLANTAIN CAKE),assets/photos/361.jpg,https://www.africanbites.com/banana-breadcake/,ok
362,BANANA MANGO MUFFIN,assets/photos/362.jpg,https://www.africanbites.com/banana-mango-muffin/,ok
363,BANANA PUFF PUFF,assets/photos/363.jpg,https://www.africanbites.com/banana-puff-puff/,ok
364,AFRICAN BEEF STEW,assets/photos/364.jpg,https://www.africanbites.com/beef-stewafrican-style/,ok
365,BERBERE SPICE,assets/photos/365.jpg,https://www.africanbites.com/berbere-spice/,ok
367,BITTER LEAF SOUP,assets/photos/367.jpg,https://www.africanbites.com/bitter-leaf-soup/,ok
368,AFRICAN BLACK BEANS STEW,assets/photos/368.jpg,https://www.africanbites.com/black-beans-stew/,ok
369,BLACK-EYED PEA SOUP,assets/photos/369.jpg,https://www.africanbites.com/black-eyed-pea-soup/,ok
370,BLACK-EYED PEAS AND COLLARD GREENS,assets/photos/370.jpg,https://www.africanbites.com/black-eyed-peas-and-collard-greens/,ok
371,BLACK-EYED PEAS FRITTERS(AKARA),assets/photos/371.jpg,https://www.africanbites.com/black-eyed-peas-frittersakaraacarajeakla/,ok
372,SOUTHERN BLACK-EYED PEAS RECIPE,assets/photos/372.jpg,https://www.africanbites.com/black-eyed-peas-recipe/,ok
373,BOBOTIE,assets/photos/373.jpg,https://www.africanbites.com/bobotie/,ok
374,BRAAIBROODJIE (SOUTH AFRICAN GRILLED CHEESE SANDWICH),assets/photos/374.jpg,https://www.africanbites.com/braaibroodjie-south-african-grilled-cheese-sandwich/,ok
375,"BRAISED THYME , GARLIC , MUSTARD CHICKEN",assets/photos/375.jpg,https://www.africanbites.com/braised-chicken-garlic-thyme/,ok
376,BUNNY CHOW SOUTH AFRICA,assets/photos/376.jpg,https://www.africanbites.com/bunny-chow/,ok
377,CABBAGE EGUSI SOUP,assets/photos/377.jpg,https://www.africanbites.com/cabbage-egusi-soup/,ok
378,BANANA FRITTERS,assets/photos/378.jpg,https://www.africanbites.com/caribbean-banana-fritters/,ok
379,CASSAVA FUFU/WATER FUFU,assets/photos/379.jpg,https://www.africanbites.com/cassava-fufu-water-fufu/,ok
380,CASSAVA LEAF SOUP,assets/photos/380.jpg,https://www.africanbites.com/cassava-leaf-soup/,ok
381,CASSAVA PONE,assets/photos/381.jpg,https://www.africanbites.com/cassava-pone/,ok
382,CHAKALAKA,assets/photos/382.jpg,https://www.africanbites.com/chakalaka/,ok
383,CHICKEN FRICASSEE,assets/photos/383.jpg,https://www.africanbites.com/chicken-fricassee/,ok
384,JOLLOF RICE AND CHICKEN,assets/photos/384.jpg,https://www.africanbites.com/chicken-jollof-rice/,ok
385,SAMOSA RECIPE,assets/photos/385.jpg,https://www.africanbites.com/chicken-samosas/,ok
386,CHICKEN STEW (AFRICAN-STYLE),assets/photos/386.jpg,https://www.africanbites.com/chicken-stew-african-style/,ok
387,CHICKEN TAGINE,assets/photos/387.jpg,https://www.africanbites.com/chicken-tagine/,ok
388,CHICKEN WINGS SHAWARMA,assets/photos/388.jpg,https://www.africanbites.com/chicken-wing-shawarma/,ok
389,CHICKPEA CURRY,assets/photos/389.jpg,https://www.africanbites.com/chickpea-curry/,ok
390,NIGERIAN CHIN CHIN,assets/photos/390.jpg,https://www.africanbites.com/chin-chin/,ok
391,CHITTERLINGS (CHITLINS),assets/photos/391.jpg,https://www.africanbites.com/chitterlings/,ok
392,COCONUT BREAD,assets/photos/392.jpg,https://www.africanbites.com/coconut-bread/,ok
393,COCONUT JELLOF RICE,assets/photos/393.jpg,https://www.africanbites.com/coconut-jollof-rice/,ok
394,COCONUT PUFF PUFF (DEEP-FRIED COCONUT DOUGH),assets/photos/394.jpg,https://www.africanbites.com/coconut-puff-puff-deep-fried-coconut-dough/,ok
395,CONDENSED MILK CAKE,assets/photos/395.jpg,https://www.africanbites.com/condensed-milk-cake-2/,ok
396,CORNCHAFF/ADALU,assets/photos/396.jpg,https://www.africanbites.com/cornchaffadalu/,ok
397,COW FOOT SOUP,assets/photos/397.jpg,https://www.africanbites.com/cow-foot-soup/,ok
398,CRUNCHIES,assets/photos/398.jpg,https://www.africanbites.com/crunchies/,ok
399,CURRIED GOAT STEW,assets/photos/399.jpg,https://www.africanbites.com/curried-goat-stew/,ok
400,CURRY FISH,assets/photos/400.jpg,https://www.africanbites.com/curry-fish/,ok
401,DORO WAT ETHIOPIAN CHICKEN STEW,assets/photos/401.jpg,https://www.africanbites.com/doro-wat-ethiopian-chicken-stew/,ok
402,CHAPATI RECIPE,assets/photos/402.jpg,https://www.africanbites.com/east-african-chapati/,ok
403,EASY MANDAZI WITHOUT YEAST,assets/photos/403.jpg,https://www.africanbites.com/easy-mandazi/,ok
404,EGUSI PUDDING,assets/photos/404.jpg,https://www.africanbites.com/egusi-pudding/,ok
406,EGUSI SOUP WITH LUMPS,assets/photos/406.jpg,https://www.africanbites.com/egusi-soupwith-lumps/,ok
407,EKWANG ( EKPANG NKUKWO ),assets/photos/407.jpg,https://www.africanbites.com/ekwang-ekpang-nkukwo/,ok
408,ERU SOUP (SPINACH OR OKAZI LEAVES),assets/photos/408.jpg,https://www.africanbites.com/eru-soupspinachokazi-leaves/,ok
409,ETHIOPIAN CABBAGE,assets/photos/409.jpg,https://www.africanbites.com/ethiopian-cabbage/,ok
410,YE'ABESHA GOMEN (ETHIOPIAN COLLARD GREENS),assets/photos/410.jpg,https://www.africanbites.com/ethiopian-collard-greens/,ok
411,ETHIOPIAN LENTIL STEW,assets/photos/411.jpg,https://www.africanbites.com/ethiopian-lentil-stew/,ok
412,ETHIOPIAN SPICED BUTTER,assets/photos/412.jpg,https://www.africanbites.com/ethiopian-spiced-butter-niter-kibbeh/,ok
413,ETHIOPIAN YATAKLETE KILKIL,assets/photos/413.jpg,https://www.africanbites.com/ethiopian-yataklete-kilkil/,ok
414,FISH IN BANANA LEAF (LIBOKE DE POISSON),assets/photos/414.jpg,https://www.africanbites.com/fish-banana-leaf-liboke-de-poisson/,ok
415,FISH PEPPER SOUP,assets/photos/415.jpg,https://www.africanbites.com/fish-pepper-soup/,ok
416,FISH PIE,assets/photos/416.jpg,https://www.africanbites.com/fish-pie/,ok
417,HOMEMADE FLATBREAD,assets/photos/417.jpg,https://www.africanbites.com/flatbread/,ok
418,FRIED BANANA RECIPE,assets/photos/418.jpg,https://www.africanbites.com/fried-banana-recipe/,ok
419,FRIED SWEET PLANTAINS,assets/photos/419.jpg,https://www.africanbites.com/fried-plantains/,ok
420,FUFU RECIPE,assets/photos/420.jpg,https://www.africanbites.com/fufu-recipe/,ok
421,GHANA JOLLOF RICE,assets/photos/421.jpg,https://www.africanbites.com/ghana-jollof-rice/,ok
422,GITHERI (CORN AND BEANS),assets/photos/422.jpg,https://www.africanbites.com/githeri/,ok
423,GOAT PEPPER SOUP,assets/photos/423.jpg,https://www.africanbites.com/goat-pepper-soup/,ok
424,GREEN SEASONING,assets/photos/424.jpg,https://www.africanbites.com/green-seasoningsauce/,ok
425,GRILL PINEAPPLE BLACK BEAN SALSA,assets/photos/425.jpg,https://www.africanbites.com/grill-pineapple-black-bean-salsa/,ok
426,GRILL TILAPIA (AFRICAN STYLE),assets/photos/426.jpg,https://www.africanbites.com/grill-tilapiaafrican-style/,ok
427,GRILLED OKRA WITH DIPPING SAUCE,assets/photos/427.jpg,https://www.africanbites.com/grilled-okra/,ok
428,GRILLED PLANTAINS,assets/photos/428.jpg,https://www.africanbites.com/grilled-plantains/,ok
429,CANDIED NUTS (GROUNDNUT SWEET OR SUGAR PEANUTS),assets/photos/429.jpg,https://www.africanbites.com/groundnut-sweet-sugar-peanuts-aka-candied-nuts/,ok
430,GROUNDNUT SOUP RECIPE,assets/photos/430.jpg,https://www.africanbites.com/groundnutpeanut-soup/,ok
431,"HOMEMADE AKAMU (PAP, OGI, CORN PORRIDGE)",assets/photos/431.jpg,https://www.africanbites.com/homemade-akamupap-ogi-corn-porridge/,ok
432,HOPPIN JOHN,assets/photos/432.jpg,https://www.africanbites.com/hopping-john/,ok
433,INJERA,assets/photos/433.jpg,https://www.africanbites.com/injera/,ok
434,IRIO (MASHED SWEET POTATO RECIPE WITH PEAS AND CORN),assets/photos/434.jpg,https://www.africanbites.com/irio/,ok
435,JELLOF RICE,assets/photos/435.jpg,https://www.africanbites.com/jellof-rice/,ok
436,OVEN-BAKED JOLLOF RICE,assets/photos/436.jpg,https://www.africanbites.com/jellof-riceoven-baked/,ok
437,KACHUMBARI,assets/photos/437.jpg,https://www.africanbites.com/kachumbari/,ok
438,KASHATA,assets/photos/438.jpg,https://www.africanbites.com/kashata/,ok
439,KEDJENOU CHICKEN,assets/photos/439.jpg,https://www.africanbites.com/kedjenou-chicken/,ok
440,KELEWELE,assets/photos/440.jpg,https://www.africanbites.com/kelewele-or-alocospicy-fried-plantains/,ok
441,KOKI BEANS,assets/photos/441.jpg,https://www.africanbites.com/koki-beans/,ok
442,KONDRES,assets/photos/442.jpg,https://www.africanbites.com/kondres-spicy-stewed-plantains/,ok
443,KWACOCO BIBLE,assets/photos/443.jpg,https://www.africanbites.com/kwacoco-bible/,ok
444,LEMON PEPPER CHICKEN,assets/photos/444.jpg,https://www.africanbites.com/lemon-garlic-chickenyassa-chicken/,ok
445,LENTIL SOUP RECIPE,assets/photos/445.jpg,https://www.africanbites.com/lentil-soup/,ok
446,LIBERIAN CHICKEN GRAVY,assets/photos/446.jpg,https://www.africanbites.com/liberian-chicken-gravy/,ok
447,MAAFE WEST AFRICAN PEANUT SOUP,assets/photos/447.jpg,https://www.africanbites.com/maafe-west-african-peanut-soup/,ok
448,MALVA PUDDING,assets/photos/448.jpg,https://www.africanbites.com/malva-pudding/,ok
449,MANDAZI (EAST AFRICAN DOUGHNUTS),assets/photos/449.jpg,https://www.africanbites.com/mandazi-east-african-doughnuts/,ok
450,MANGO LEMONADE RECIPE,assets/photos/450.jpg,https://www.africanbites.com/mango-lemonade/,ok
451,MARINATED GRILLED SHRIMP,assets/photos/451.jpg,https://www.africanbites.com/marinated-grill-shrimp/,ok
452,MASHED SWEET POTATOES WITH AVOCADO,assets/photos/452.jpg,https://www.africanbites.com/mashed-sweet-potatoes-with-avocado/,ok
453,PALM NUT SOUP (BANGA),assets/photos/453.jpg,https://www.africanbites.com/mbangapalmnut-soup/,ok
454,MBONGO TCHOBI (SPICY BLACK STEW),assets/photos/454.jpg,https://www.africanbites.com/mbongo-tchobi-african-spicy-black-stew/,ok
455,MPUH FISH,assets/photos/455.jpg,https://www.africanbites.com/mbuh-fish/,ok
456,MEALIE CORN BREAD,assets/photos/456.jpg,https://www.africanbites.com/mealie-bread-south-african-corn-bread/,ok
457,MILK TART,assets/photos/457.jpg,https://www.africanbites.com/milk-tart/,ok
458,GROUND BEEF CURRY,assets/photos/458.jpg,https://www.africanbites.com/minced-curry/,ok
459,MOI MOI RECIPE,assets/photos/459.jpg,https://www.africanbites.com/moin-moin/,ok
460,GRILLED PERI PERI CHICKEN,assets/photos/460.jpg,https://www.africanbites.com/mozambique-peri-peri-grill-chicken/,ok
461,MUAMBA CHICKEN (MUAMBA DE GALINHA),assets/photos/461.jpg,https://www.africanbites.com/muamba-chickenmuamba-de-galinha/,ok
462,MUSHROOM RICE,assets/photos/462.jpg,https://www.africanbites.com/mushroom-rice/,ok
463,NDOLE ( SPINACH/ BITTERLEAVES AND PEANUT SOUP),assets/photos/463.jpg,https://www.africanbites.com/ndole/,ok
464,NIGERIAN BUNS,assets/photos/464.jpg,https://www.africanbites.com/nigerian-buns/,ok
465,NIGERIAN FRIED RICE RECIPE,assets/photos/465.jpg,https://www.africanbites.com/nigerian-fried-rice-2/,ok
466,NIGERIAN JOLLOF RICE,assets/photos/466.jpg,https://www.africanbites.com/nigerian-jollof-rice/,ok
467,NJAMA NJAMA AND FUFU,assets/photos/467.jpg,https://www.africanbites.com/njama-njama-and-fufu/,ok
468,NO YEAST PUFF PUFF,assets/photos/468.jpg,https://www.africanbites.com/no-yeast-puff-puff/,ok
469,OGBONO SOUP,assets/photos/469.jpg,https://www.africanbites.com/ogbono-soup-pounded-yam/,ok
470,OKRA AND TOMATOES,assets/photos/470.jpg,https://www.africanbites.com/okra-and-tomatoes/,ok
471,OKRA SOUP,assets/photos/471.jpg,https://www.africanbites.com/okra-soup/,ok
472,OKRA STEW,assets/photos/472.jpg,https://www.africanbites.com/okra-stew/,ok
473,PAMPOENKOEKIES RECIPE,assets/photos/473.jpg,https://www.africanbites.com/pampoenkoekies/,ok
474,AFRICAN PANCAKES,assets/photos/474.jpg,https://www.africanbites.com/pancakes-african-style/,ok
475,PAPRIKA CHICKEN LEGS,assets/photos/475.jpg,https://www.africanbites.com/paprika-garlic-chicken/,ok
476,PEPPERPOT,assets/photos/476.jpg,https://www.africanbites.com/pepperpot/,ok
477,PERI PERI MARINATED CHICKEN SKEWERS,assets/photos/477.jpg,https://www.africanbites.com/peri-peri-marinated-chicken-skewers/,ok
478,BAKED PINEAPPLE CHICKEN,assets/photos/478.jpg,https://www.africanbites.com/pineapple-chicken/,ok
479,PINEAPPLE GINGER-GLAZED CARROTS,assets/photos/479.jpg,https://www.africanbites.com/pineapple-ginger-glazed-carrots/,ok
480,PINEAPPLE GINGER JUICE,assets/photos/480.jpg,https://www.africanbites.com/pineapple-ginger-juicewest-african/,ok
481,HOW TO MAKE PERI-PERI SAUCE (PIRI-PIRI),assets/photos/481.jpg,https://www.africanbites.com/piri-piri-sauce/,ok
482,PLANTAIN CHIPS WITH MANGO SALSA,assets/photos/482.jpg,https://www.africanbites.com/plantain-chips/,ok
483,PLANTAIN FLOUR,assets/photos/483.jpg,https://www.africanbites.com/plantain-flour/,ok
484,PLANTAIN FRITTERS (KLAKO),assets/photos/484.jpg,https://www.africanbites.com/plantain-frittersklako/,ok
485,PLANTAIN PANCAKE,assets/photos/485.jpg,https://www.africanbites.com/plantain-pancake/,ok
486,JAMAICAN PLANTAIN PORRIDGE,assets/photos/486.jpg,https://www.africanbites.com/plantain-porridge/,ok
487,PORRIDGE YAMS(SESE YAMS),assets/photos/487.jpg,https://www.africanbites.com/porridge-yamssese-yams/,ok
488,POULET DG,assets/photos/488.jpg,https://www.africanbites.com/poulet-d-g/,ok
489,POUNDED YAM,assets/photos/489.jpg,https://www.africanbites.com/pounded-yam/,ok
490,PUFF PUFF (DEEP-FRIED DOUGH),assets/photos/490.jpg,https://www.africanbites.com/puff-puff/,ok
491,PUMPKIN LEAF (UGU) SOUP,assets/photos/491.jpg,https://www.africanbites.com/pumpkin-leavesugu-soup/,ok
492,RED RED (AFRICAN STEWED BLACK-EYED PEAS),assets/photos/492.jpg,https://www.africanbites.com/red-redafrican-stewed-black-eyed-peas/,ok
493,SAMOSAS (VEGAN),assets/photos/493.jpg,https://www.africanbites.com/samosas/,ok
494,COCONUT RICE,assets/photos/494.jpg,https://www.africanbites.com/savory-coconut-rice/,ok
495,SESE PLANTAINS (TURNING PLANTAINS),assets/photos/495.jpg,https://www.africanbites.com/sese-plantains-turning-plantains/,ok
496,SHUKU SHUKU (COCONUT BALLS),assets/photos/496.jpg,https://www.africanbites.com/shuku-shukucoconut-balls/,ok
497,SLOW-COOKER BLACK-EYED PEAS,assets/photos/497.jpg,https://www.africanbites.com/slow-cooker-black-eyed-peas/,ok
498,SLOW COOKER OXTAIL SOUP,assets/photos/498.jpg,https://www.africanbites.com/slow-cooker-oxtail-soup/,ok
499,SOFT MINI MANDAZI,assets/photos/499.jpg,https://www.africanbites.com/soft-mini-mandazi/,ok
500,SORREL JUICE,assets/photos/500.jpg,https://www.africanbites.com/sorrel-juice/,ok
501,YELLOW RICE,assets/photos/501.jpg,https://www.africanbites.com/south-african-yellow-rice/,ok
502,BROWN SPINACH RICE (CHECK RICE),assets/photos/502.jpg,https://www.africanbites.com/spinach-rice-check-rice/,ok
503,AFRICAN STEWED SPINACH,assets/photos/503.jpg,https://www.africanbites.com/stewed-spinachafrican-style/,ok
504,STUFFED BAKED PLANTAINS,assets/photos/504.jpg,https://www.africanbites.com/stuffed-baked-plantains/,ok
505,SUKUMA WIKI,assets/photos/505.jpg,https://www.africanbites.com/sukuma-wiki/,ok
506,TATALE (AFRICAN PLANTAIN PANCAKES),assets/photos/506.jpg,https://www.africanbites.com/tatale-african-plantain-pancakes/,ok
507,THIEBOUDIENNE/CEEBU JEN (POISSON AU RIZ),assets/photos/507.jpg,https://www.africanbites.com/thieboudienne-ceebu-jen-poisson-au-riz/,ok
508,TRADITIONAL KOEKSISTERS,assets/photos/508.jpg,https://www.africanbites.com/traditional-koeksisters/,ok
509,UGALI (CORN FUFU),assets/photos/509.jpg,https://www.africanbites.com/ugali-corn-fufu/,ok
510,VEGETABLE BEEF SOUP,assets/photos/510.jpg,https://www.africanbites.com/vegetable-beef-soup/,ok
511,VETKOEK,assets/photos/511.jpg,https://www.africanbites.com/vetkoek/,ok
512,VITUMBUA (COCONUT RICE PANCAKES),assets/photos/512.jpg,https://www.africanbites.com/vitumbarice-pancakes/,ok
513,WHOLE BAKED SEA BASS,assets/photos/513.jpg,https://www.africanbites.com/whole-baked-seabass/,ok
514,WHOLE WHEAT ACCRA BANANAS,assets/photos/514.jpg,https://www.africanbites.com/whole-wheat-accra-bananasdeep-fried-bananas-fritters/,ok
515,YASSA CHICKEN (POULET AU YASSA),assets/photos/515.jpg,https://www.africanbites.com/yassa-chickenpoulet-au-yassa/,ok
516,YASSA FISH,assets/photos/516.jpg,https://www.africanbites.com/yassa-fish/,ok
517,10-MINUTE COUSCOUS SALAD,assets/photos/517.jpg,https://www.food.com/recipe/10-minute-couscous-salad-421355,ok
518,25-MINUTE TUNISIAN VEGETABLE COUSCOUS,assets/photos/518.jpg,https://www.food.com/recipe/25-minute-tunisian-vegetable-couscous-502982,ok
519,3 LAYERED TUNISIAN TAGINE,assets/photos/519.jpg,https://www.food.com/recipe/3-layered-tunisian-tagine-464692,ok
520,A SIMPLE HARISSA,assets/photos/520.jpg,https://www.food.com/recipe/a-simple-harissa-424892,ok
521,A TASTE OF AFRICA - KENYAN CHICKEN CURRY,assets/photos/521.jpg,https://www.food.com/recipe/a-taste-of-africa-kenyan-chicken-curry-367586,ok
522,A VERY SPECIAL MOROCCAN LAMB STEW,assets/photos/522.jpg,https://www.food.com/recipe/a-very-special-moroccan-lamb-stew-502957,ok
523,ADD A LITTLE INTEREST WITH PERSIAN COUSCOUS,assets/photos/523.jpg,https://www.food.com/recipe/add-a-little-interest-with-persian-couscous-353023,ok
524,AFRICAN ADOBO-RUBBED TUNA STEAKS,assets/photos/524.jpg,https://www.food.com/recipe/african-adobo-rubbed-tuna-steaks-456085,ok
526,AFRICAN BANANA PEANUT CAKE,assets/photos/526.jpg,https://www.food.com/recipe/african-banana-peanut-cake-457019,ok
527,AFRICAN BEANS WITH COLLARDS,assets/photos/527.jpg,https://www.food.com/recipe/african-beans-with-collards-519094,ok
528,AFRICAN BREEZE,assets/photos/528.jpg,https://www.food.com/recipe/african-breeze-457151,ok
530,AFRICAN CHICKEN CURRY,assets/photos/530.jpg,https://www.food.com/recipe/african-chicken-curry-50400,ok
531,AFRICAN CHICKEN STEW,assets/photos/531.jpg,https://www.food.com/recipe/african-chicken-stew-428359,ok
532,AFRICAN CHICKEN WINGS,assets/photos/532.jpg,https://www.food.com/recipe/african-chicken-wings-455193,ok
533,AFRICAN COCONUT CLUSTERS,assets/photos/533.jpg,https://www.food.com/recipe/african-coconut-clusters-456764,ok
534,AFRICAN COFFEE COOLER,assets/photos/534.jpg,https://www.food.com/recipe/african-coffee-cooler-456087,ok
535,AFRICAN CURRY POWDER,assets/photos/535.jpg,https://www.food.com/recipe/african-curry-powder-457168,ok
536,AFRICAN FRUIT SALAD,assets/photos/536.jpg,https://www.food.com/recipe/african-fruit-salad-455976,ok
537,AFRICAN LULLABY COCKTAIL,assets/photos/537.jpg,https://www.food.com/recipe/african-lullaby-cocktail-309952,ok
538,AFRICAN MINT CHUTNEY,assets/photos/538.jpg,https://www.food.com/recipe/african-mint-chutney-454994,ok
539,AFRICAN ORANGE SPICE SALAD,assets/photos/539.jpg,https://www.food.com/recipe/african-orange-spice-salad-455529,ok
540,AFRICAN PEANUT SOUP,assets/photos/540.jpg,https://www.food.com/recipe/african-peanut-soup-312148,ok
541,AROMATIC AFRICAN RED BEANS,assets/photos/541.jpg,https://www.food.com/recipe/african-red-beans-456933,ok
542,AFRICAN RED BEANS,assets/photos/542.jpg,https://www.food.com/recipe/african-red-beans-457028,ok
543,AFRICAN RICE BALLS,assets/photos/543.jpg,https://www.food.com/recipe/african-rice-balls-456094,ok
544,AFRICAN SAUCY CHICKEN,assets/photos/544.jpg,https://www.food.com/recipe/african-saucy-chicken-457143,ok
545,AFRICAN SPINACH,assets/photos/545.jpg,https://www.food.com/recipe/african-spinach-309722,ok
546,"AFRICAN SPINACH AND GROUNDNUT STEW (AKA PEANUT, KENYA/TANZANIA)",assets/photos/546.jpg,https://www.food.com/recipe/african-spinach-and-groundnut-stew-aka-peanut-kenya-tanzania-375912,ok
547,AFRICAN SPINACH AND PEANUT BUTTER STEW,assets/photos/547.jpg,https://www.food.com/recipe/african-spinach-and-peanut-butter-stew-348276,ok
548,AFRICAN STYLE GRILLED PEANUT BUTTER CHICKEN,assets/photos/548.jpg,https://www.food.com/recipe/african-style-grilled-peanut-butter-chicken-456733,ok
549,AFRICAN-STYLE SHISH KEBAB,assets/photos/549.jpg,https://www.food.com/recipe/african-style-shish-kebab-504294,ok
550,AFRICAN SWEET POTATO PEANUT STEW,assets/photos/550.jpg,https://www.food.com/recipe/african-sweet-potato-peanut-stew-528072,ok
551,AFRICAN SWEET POTATO PUDDING,assets/photos/551.jpg,https://www.food.com/recipe/african-sweet-potato-pudding-457063,ok
552,AFRICAN TOMATO SAUCE,assets/photos/552.jpg,https://www.food.com/recipe/african-tomato-sauce-93298,ok
553,AFRICAN TROPICAL FRUIT SALAD,assets/photos/553.jpg,https://www.food.com/recipe/african-tropical-fruit-salad-455887,ok
554,AINSLEY'S SPICY CASABLANCA COUSCOUS,assets/photos/554.jpg,https://www.food.com/recipe/ainsleys-spicy-casablanca-couscous-436201,ok
556,ALGERIAN VEGETABLE COUSCOUS,assets/photos/556.jpg,https://www.food.com/recipe/algerian-vegetable-couscous-465251,ok
557,ALMOND BUTTER AND RAS-EL-HANOUT PASTA,assets/photos/557.jpg,https://www.food.com/recipe/almond-butter-and-ras-el-hanout-pasta-417710,ok
558,ALOHA  ALBACORE TUNA SALAD,assets/photos/558.jpg,https://www.food.com/recipe/aloha-albacore-tuna-salad-335370,ok
559,ALOHA CHEESECAKE,assets/photos/559.jpg,https://www.food.com/recipe/aloha-cheesecake-6787,ok
560,ALOHA CHICKEN WINGS,assets/photos/560.jpg,https://www.food.com/recipe/aloha-chicken-wings-77820,ok
561,ALOHA DIP,assets/photos/561.jpg,https://www.food.com/recipe/aloha-dip-36642,ok
562,ALOHA MEATBALLS,assets/photos/562.jpg,https://www.food.com/recipe/aloha-meatballs-30909,ok
563,ALOHA PIZZA,assets/photos/563.jpg,https://www.food.com/recipe/aloha-pizza-473530,ok
564,ALOHA! SWEET &AMP; SOUR BURGERS,assets/photos/564.jpg,https://www.food.com/recipe/aloha-sweet-sour-burgers-502044,ok
565,ALOHA! SWEET &AMP; SOUR SAUCE,assets/photos/565.jpg,https://www.food.com/recipe/aloha-sweet-sour-sauce-504527,ok
566,ALOHA WINGS,assets/photos/566.jpg,https://www.food.com/recipe/aloha-wings-315166,ok
567,APPLE AND MINT COUSCOUS,assets/photos/567.jpg,https://www.food.com/recipe/apple-and-mint-couscous-356825,ok
568,APRICOT COUSCOUS,assets/photos/568.jpg,https://www.food.com/recipe/apricot-couscous-428496,ok
569,APRICOT-DIJON MUSTARD CHICKEN WITH COUSCOUS,assets/photos/569.jpg,https://www.food.com/recipe/apricot-dijon-mustard-chicken-with-couscous-327743,ok
570,APRICOT GLAZED CHICKEN AND COUSCOUS,assets/photos/570.jpg,https://www.food.com/recipe/apricot-glazed-chicken-and-couscous-67468,ok
571,ASIAN RATATOUILLE WITH COUSCOUS,assets/photos/571.jpg,https://www.food.com/recipe/asian-ratatouille-with-couscous-409308,ok
572,BAGHRIR MOROCCAN YEAST PANCAKES,assets/photos/572.jpg,https://www.food.com/recipe/baghrir-moroccan-yeast-pancakes-497716,ok
573,BAKED COUSCOUS PATTIES,assets/photos/573.jpg,https://www.food.com/recipe/baked-couscous-patties-470243,ok
574,BAKED COUSCOUS WITH TOMATO AND PESTO,assets/photos/574.jpg,https://www.food.com/recipe/baked-couscous-with-tomato-and-pesto-398307,ok
575,BALSAMIC-AGAVE TOFU WITH BEET INFUSED COUSCOUS,assets/photos/575.jpg,https://www.food.com/recipe/balsamic-agave-tofu-with-beet-infused-couscous-447762,ok
576,BALSAMIC CHICKEN WITH GARLIC COUSCOUS,assets/photos/576.jpg,https://www.food.com/recipe/balsamic-chicken-with-garlic-couscous-90485,ok
577,BANANA AKARA (AFRICAN BANANA FRITTERS),assets/photos/577.jpg,https://www.food.com/recipe/banana-akara-african-banana-fritters-456059,ok
578,BASIC GHANAIAN GRAVY,assets/photos/578.jpg,https://www.food.com/recipe/basic-ghanaian-gravy-307943,ok
579,BATATA HARRA WITH RAS EL HANOUT,assets/photos/579.jpg,https://www.food.com/recipe/batata-harra-with-ras-el-hanout-494977,ok
580,BEEF CHAPATIS (AFRICAN VERSION OF TACOS),assets/photos/580.jpg,https://www.food.com/recipe/beef-chapatis-african-version-of-tacos-456965,ok
581,BEEF KEFTA PATTIES WITH CUCUMBER SALAD,assets/photos/581.jpg,https://www.food.com/recipe/beef-kefta-patties-with-cucumber-salad-480931,ok
582,BEEF TAGINE,assets/photos/582.jpg,https://www.food.com/recipe/beef-tagine-531343,ok
583,BEEF WITH POTATO TAGINE,assets/photos/583.jpg,https://www.food.com/recipe/beef-with-potato-tagine-361566,ok
584,BERBER TAGINE OMELETTE,assets/photos/584.jpg,https://www.food.com/recipe/berber-tagine-omelette-367985,ok
585,BERBERE (ETHIOPIAN HOT PEPPER SEASONING),assets/photos/585.jpg,https://www.food.com/recipe/berbere-ethiopian-hot-pepper-seasoning-91929,ok
586,BERBERE SPICE MIX,assets/photos/586.jpg,https://www.food.com/recipe/berbere-spice-mix-532427,ok
587,BERBERE SPICE MIX (ETHIOPIAN),assets/photos/587.jpg,https://www.food.com/recipe/berbere-spice-mix-ethiopian-454642,ok
588,BERBERE SPICED CHICKPEAS &AMP; SWEET POTATO,assets/photos/588.jpg,https://www.food.com/recipe/berbere-spiced-chickpeas-sweet-potato-526262,ok
